training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	1	3	1	RandomForest	RandomOverSampler	0	0.942	0.333
3	1	3	1	RandomForest	RandomOverSampler	1	0.932	0.328
3	1	3	1	RandomForest	RandomOverSampler	2	0.939	0.339
3	1	3	1	RandomForest	RandomOverSampler	avg	0.938
3	1	3	1	RandomForest	RandomOverSampler	best_avg	0.938
