,numprocs,matrix,time,system_id,solver_id,prec_id,status_id,matrix_id,new_time,good_or_bad
0,16,saylr3.mtx,0.584975,3,0,0,0,5054133946684947129,inf,-1
1,16,saylr3.mtx,0.0,3,0,1,-1,5054133946684947129,inf,-1
2,16,saylr3.mtx,0.435633,3,0,2,0,5054133946684947129,inf,-1
3,16,saylr3.mtx,0.0,3,0,3,-1,5054133946684947129,inf,-1
4,16,saylr3.mtx,0.0,3,0,4,-1,5054133946684947129,inf,-1
5,16,saylr3.mtx,0.0,3,1,0,-1,5054133946684947129,inf,-1
6,16,saylr3.mtx,0.0,3,1,1,-1,5054133946684947129,inf,-1
7,16,saylr3.mtx,0.0,3,1,2,-1,5054133946684947129,inf,-1
8,16,saylr3.mtx,2.33161,3,1,3,0,5054133946684947129,inf,-1
9,16,saylr3.mtx,0.0,3,1,4,-1,5054133946684947129,inf,-1
10,16,saylr3.mtx,0.527568,3,2,0,0,5054133946684947129,inf,-1
11,16,saylr3.mtx,0.561383,3,2,1,0,5054133946684947129,inf,-1
12,16,saylr3.mtx,0.529408,3,2,2,0,5054133946684947129,inf,-1
13,16,saylr3.mtx,0.522604,3,2,3,0,5054133946684947129,inf,-1
14,16,saylr3.mtx,0.531072,3,2,4,0,5054133946684947129,inf,-1
15,16,saylr3.mtx,0.0,3,3,0,-1,5054133946684947129,inf,-1
16,16,saylr3.mtx,0.0,3,3,1,-1,5054133946684947129,inf,-1
17,16,saylr3.mtx,0.0,3,3,2,-1,5054133946684947129,inf,-1
18,16,saylr3.mtx,0.0,3,3,3,-1,5054133946684947129,inf,-1
19,16,saylr3.mtx,0.0,3,3,4,-1,5054133946684947129,inf,-1
20,16,saylr3.mtx,0.0,3,5,0,-1,5054133946684947129,inf,-1
21,16,saylr3.mtx,0.0,3,5,1,-1,5054133946684947129,inf,-1
22,16,saylr3.mtx,3.0648,3,5,2,0,5054133946684947129,inf,-1
23,16,saylr3.mtx,2.77656,3,5,3,0,5054133946684947129,inf,-1
24,16,saylr3.mtx,2.3915,3,5,4,0,5054133946684947129,inf,-1
25,16,saylr3.mtx,0.371705,3,7,0,1,5054133946684947129,0.371705,1
26,16,saylr3.mtx,2.94946,3,7,1,0,5054133946684947129,inf,-1
27,16,saylr3.mtx,1.14688,3,7,2,1,5054133946684947129,1.14688,-1
28,16,saylr3.mtx,0.6166010000000001,3,7,3,1,5054133946684947129,0.6166010000000001,-1
29,16,saylr3.mtx,2.56572,3,7,4,0,5054133946684947129,inf,-1
30,16,saylr3.mtx,0.171023,3,8,0,0,5054133946684947129,inf,-1
31,16,saylr3.mtx,0.0,3,8,1,-1,5054133946684947129,inf,-1
32,16,saylr3.mtx,2.92884,3,8,2,0,5054133946684947129,inf,-1
