,numprocs,matrix,time,system_id,solver_id,prec_id,status_id,matrix_id,new_time,good_or_bad
0,24,saylr3.mtx,0.604809,3,0,0,0,5054133946684947129,inf,-1
1,24,saylr3.mtx,0.0,3,0,1,-1,5054133946684947129,inf,-1
2,24,saylr3.mtx,0.4573350000000001,3,0,2,0,5054133946684947129,inf,-1
3,24,saylr3.mtx,0.0,3,0,3,-1,5054133946684947129,inf,-1
4,24,saylr3.mtx,0.0,3,0,4,-1,5054133946684947129,inf,-1
5,24,saylr3.mtx,0.0,3,1,0,-1,5054133946684947129,inf,-1
6,24,saylr3.mtx,0.0,3,1,1,-1,5054133946684947129,inf,-1
7,24,saylr3.mtx,0.0,3,1,2,-1,5054133946684947129,inf,-1
8,24,saylr3.mtx,0.0,3,1,3,-1,5054133946684947129,inf,-1
9,24,saylr3.mtx,0.0,3,1,4,-1,5054133946684947129,inf,-1
10,24,saylr3.mtx,0.554673,3,2,0,0,5054133946684947129,inf,-1
11,24,saylr3.mtx,0.551716,3,2,1,0,5054133946684947129,inf,-1
12,24,saylr3.mtx,0.561466,3,2,2,0,5054133946684947129,inf,-1
13,24,saylr3.mtx,0.548343,3,2,3,0,5054133946684947129,inf,-1
14,24,saylr3.mtx,0.553017,3,2,4,0,5054133946684947129,inf,-1
15,24,saylr3.mtx,0.0,3,3,0,-1,5054133946684947129,inf,-1
16,24,saylr3.mtx,0.0,3,3,1,-1,5054133946684947129,inf,-1
17,24,saylr3.mtx,0.0,3,3,2,-1,5054133946684947129,inf,-1
18,24,saylr3.mtx,0.0,3,3,3,-1,5054133946684947129,inf,-1
19,24,saylr3.mtx,0.0,3,3,4,-1,5054133946684947129,inf,-1
20,24,saylr3.mtx,0.0,3,5,0,-1,5054133946684947129,inf,-1
21,24,saylr3.mtx,0.0,3,5,1,-1,5054133946684947129,inf,-1
22,24,saylr3.mtx,0.0,3,5,2,-1,5054133946684947129,inf,-1
23,24,saylr3.mtx,2.9004,3,5,3,0,5054133946684947129,inf,-1
24,24,saylr3.mtx,2.46645,3,5,4,0,5054133946684947129,inf,-1
25,24,saylr3.mtx,0.392172,3,7,0,1,5054133946684947129,0.392172,1
26,24,saylr3.mtx,3.848980000000001,3,7,1,0,5054133946684947129,inf,-1
27,24,saylr3.mtx,1.51981,3,7,2,1,5054133946684947129,1.51981,-1
28,24,saylr3.mtx,1.20054,3,7,3,1,5054133946684947129,1.20054,-1
29,24,saylr3.mtx,3.48555,3,7,4,0,5054133946684947129,inf,-1
30,24,saylr3.mtx,0.0479684,3,8,0,0,5054133946684947129,inf,-1
31,24,saylr3.mtx,0.0,3,8,1,-1,5054133946684947129,inf,-1
32,24,saylr3.mtx,2.88483,3,8,2,0,5054133946684947129,inf,-1
33,24,saylr3.mtx,2.88668,3,8,3,0,5054133946684947129,inf,-1
34,24,saylr3.mtx,2.68962,3,8,4,0,5054133946684947129,inf,-1
35,24,sherman1.mtx,0.0955884,3,0,0,1,-1946102749737017214,0.0955884,-1
36,24,sherman1.mtx,0.103847,3,0,1,1,-1946102749737017214,0.103847,-1
37,24,sherman1.mtx,0.425861,3,0,2,0,-1946102749737017214,inf,-1
38,24,sherman1.mtx,0.0,3,0,3,-1,-1946102749737017214,inf,-1
39,24,sherman1.mtx,0.0,3,0,4,-1,-1946102749737017214,inf,-1
40,24,sherman1.mtx,0.0126936,3,1,0,1,-1946102749737017214,0.0126936,1
41,24,sherman1.mtx,0.0123155,3,1,1,1,-1946102749737017214,0.0123155,1
42,24,sherman1.mtx,0.0536509,3,1,2,1,-1946102749737017214,0.0536509,-1
