,numprocs,matrix,time,system_id,solver_id,prec_id,status_id,matrix_id,new_time,good_or_bad
228,1,M20PI_n1.mtx,0.0,3,3,3,-1,-4587417947648329443,inf,-1
229,1,M20PI_n1.mtx,0.0,3,3,4,-1,-4587417947648329443,inf,-1
230,1,M20PI_n1.mtx,0.0,3,5,0,-1,-4587417947648329443,inf,-1
231,1,M20PI_n1.mtx,0.0,3,5,1,-1,-4587417947648329443,inf,-1
232,1,M20PI_n1.mtx,0.0,3,5,2,-1,-4587417947648329443,inf,-1
233,1,M20PI_n1.mtx,2.78798,3,5,3,0,-4587417947648329443,inf,-1
234,1,M20PI_n1.mtx,2.29131,3,5,4,0,-4587417947648329443,inf,-1
235,1,M20PI_n1.mtx,0.0,3,7,0,-1,-4587417947648329443,inf,-1
236,1,M20PI_n1.mtx,0.0,3,7,1,-1,-4587417947648329443,inf,-1
237,1,M20PI_n1.mtx,1.04115,3,7,2,0,-4587417947648329443,inf,-1
238,1,M20PI_n1.mtx,2.08603,3,7,3,0,-4587417947648329443,inf,-1
239,1,M20PI_n1.mtx,0.35134,3,7,4,1,-4587417947648329443,0.35134,1
240,1,M20PI_n1.mtx,0.0,3,8,0,-1,-4587417947648329443,inf,-1
241,1,M20PI_n1.mtx,0.0,3,8,1,-1,-4587417947648329443,inf,-1
242,1,M20PI_n1.mtx,0.0,3,8,2,-1,-4587417947648329443,inf,-1
243,1,M20PI_n1.mtx,0.00475073,3,8,3,0,-4587417947648329443,inf,-1
244,1,M20PI_n1.mtx,4.03511,3,8,4,0,-4587417947648329443,inf,-1
245,1,S20PI_n1.mtx,0.0,3,0,0,-1,-444910542881681110,inf,-1
246,1,S20PI_n1.mtx,0.0,3,0,1,-1,-444910542881681110,inf,-1
247,1,S20PI_n1.mtx,0.0,3,0,2,-1,-444910542881681110,inf,-1
248,1,S20PI_n1.mtx,0.0,3,0,3,-1,-444910542881681110,inf,-1
249,1,S20PI_n1.mtx,0.0,3,0,4,-1,-444910542881681110,inf,-1
250,1,S20PI_n1.mtx,0.0,3,1,0,-1,-444910542881681110,inf,-1
251,1,S20PI_n1.mtx,0.0,3,1,1,-1,-444910542881681110,inf,-1
252,1,S20PI_n1.mtx,0.0,3,1,2,-1,-444910542881681110,inf,-1
253,1,S20PI_n1.mtx,2.43766,3,1,3,0,-444910542881681110,inf,-1
254,1,S20PI_n1.mtx,0.0,3,1,4,-1,-444910542881681110,inf,-1
255,1,S20PI_n1.mtx,0.534211,3,2,0,0,-444910542881681110,inf,-1
256,1,S20PI_n1.mtx,0.0,3,2,1,-1,-444910542881681110,inf,-1
257,1,S20PI_n1.mtx,0.548672,3,2,2,0,-444910542881681110,inf,-1
258,1,S20PI_n1.mtx,0.55366,3,2,3,0,-444910542881681110,inf,-1
259,1,S20PI_n1.mtx,0.54222,3,2,4,0,-444910542881681110,inf,-1
260,1,S20PI_n1.mtx,0.0,3,3,0,-1,-444910542881681110,inf,-1
261,1,S20PI_n1.mtx,0.0,3,3,1,-1,-444910542881681110,inf,-1
262,1,S20PI_n1.mtx,0.0,3,3,2,-1,-444910542881681110,inf,-1
263,1,S20PI_n1.mtx,0.0,3,3,3,-1,-444910542881681110,inf,-1
264,1,S20PI_n1.mtx,0.0,3,3,4,-1,-444910542881681110,inf,-1
265,1,S20PI_n1.mtx,0.0,3,5,0,-1,-444910542881681110,inf,-1
266,1,S20PI_n1.mtx,0.0,3,5,1,-1,-444910542881681110,inf,-1
267,1,S20PI_n1.mtx,0.0,3,5,2,-1,-444910542881681110,inf,-1
268,1,S20PI_n1.mtx,3.07704,3,5,3,0,-444910542881681110,inf,-1
269,1,S20PI_n1.mtx,2.64043,3,5,4,0,-444910542881681110,inf,-1
270,1,S20PI_n1.mtx,0.0,3,7,0,-1,-444910542881681110,inf,-1
271,1,S20PI_n1.mtx,0.0,3,7,1,-1,-444910542881681110,inf,-1
272,1,S20PI_n1.mtx,1.13415,3,7,2,0,-444910542881681110,inf,-1
273,1,S20PI_n1.mtx,2.23292,3,7,3,0,-444910542881681110,inf,-1
274,1,S20PI_n1.mtx,0.371484,3,7,4,1,-444910542881681110,0.371484,1
275,1,S20PI_n1.mtx,0.0,3,8,0,-1,-444910542881681110,inf,-1
276,1,S20PI_n1.mtx,0.0,3,8,1,-1,-444910542881681110,inf,-1
277,1,S20PI_n1.mtx,0.0,3,8,2,-1,-444910542881681110,inf,-1
278,1,S20PI_n1.mtx,0.00444984,3,8,3,0,-444910542881681110,inf,-1
279,1,S20PI_n1.mtx,4.21057,3,8,4,0,-444910542881681110,inf,-1
280,1,orsirr_1.mtx,0.0251133,3,0,0,1,-6420216497070147793,0.0251133,-1
281,1,orsirr_1.mtx,0.0220516,3,0,1,1,-6420216497070147793,0.0220516,-1
282,1,orsirr_1.mtx,0.256581,3,0,2,0,-6420216497070147793,inf,-1
283,1,orsirr_1.mtx,0.0,3,0,3,-1,-6420216497070147793,inf,-1
284,1,orsirr_1.mtx,0.0,3,0,4,-1,-6420216497070147793,inf,-1
285,1,orsirr_1.mtx,0.00898385,3,1,0,1,-6420216497070147793,0.00898385,1
286,1,orsirr_1.mtx,0.00849104,3,1,1,1,-6420216497070147793,0.00849104,1
287,1,orsirr_1.mtx,0.209529,3,1,2,1,-6420216497070147793,0.209529,-1
288,1,orsirr_1.mtx,0.120631,3,1,3,1,-6420216497070147793,0.120631,-1
289,1,orsirr_1.mtx,0.275966,3,1,4,1,-6420216497070147793,0.275966,-1
290,1,orsirr_1.mtx,0.384968,3,2,0,0,-6420216497070147793,inf,-1
291,1,orsirr_1.mtx,0.388124,3,2,1,0,-6420216497070147793,inf,-1
292,1,orsirr_1.mtx,0.383528,3,2,2,0,-6420216497070147793,inf,-1
293,1,orsirr_1.mtx,0.388541,3,2,3,0,-6420216497070147793,inf,-1
294,1,orsirr_1.mtx,0.387598,3,2,4,0,-6420216497070147793,inf,-1
295,1,orsirr_1.mtx,0.0,3,3,0,-1,-6420216497070147793,inf,-1
296,1,orsirr_1.mtx,0.0,3,3,1,-1,-6420216497070147793,inf,-1
297,1,orsirr_1.mtx,0.0,3,3,2,-1,-6420216497070147793,inf,-1
298,1,orsirr_1.mtx,0.0,3,3,3,-1,-6420216497070147793,inf,-1
299,1,orsirr_1.mtx,0.0,3,3,4,-1,-6420216497070147793,inf,-1
300,1,orsirr_1.mtx,0.0132596,3,5,0,1,-6420216497070147793,0.0132596,-1
301,1,orsirr_1.mtx,0.0126097,3,5,1,1,-6420216497070147793,0.0126097,-1
302,1,orsirr_1.mtx,0.0647118,3,5,2,1,-6420216497070147793,0.0647118,-1
303,1,orsirr_1.mtx,0.0682209,3,5,3,1,-6420216497070147793,0.0682209,-1
304,1,orsirr_1.mtx,2.04435,3,5,4,0,-6420216497070147793,inf,-1
305,1,orsirr_1.mtx,0.8083739999999999,3,7,0,1,-6420216497070147793,0.8083739999999999,-1
306,1,orsirr_1.mtx,0.0682418,3,7,1,1,-6420216497070147793,0.0682418,-1
307,1,orsirr_1.mtx,0.4706010000000001,3,7,2,1,-6420216497070147793,0.4706010000000001,-1
308,1,orsirr_1.mtx,0.49571,3,7,3,1,-6420216497070147793,0.49571,-1
309,1,orsirr_1.mtx,0.6449550000000001,3,7,4,1,-6420216497070147793,0.6449550000000001,-1
310,1,orsirr_1.mtx,0.015902799999999998,3,8,0,1,-6420216497070147793,0.015902799999999998,-1
311,1,orsirr_1.mtx,0.013919799999999998,3,8,1,1,-6420216497070147793,0.013919799999999998,-1
312,1,orsirr_1.mtx,0.120627,3,8,2,1,-6420216497070147793,0.120627,-1
313,1,orsirr_1.mtx,0.120531,3,8,3,1,-6420216497070147793,0.120531,-1
314,1,orsirr_1.mtx,0.214158,3,8,4,1,-6420216497070147793,0.214158,-1
315,1,rajat04.mtx,0.0,3,0,0,-1,-7139710329434762038,inf,-1
316,1,rajat04.mtx,0.0,3,0,1,-1,-7139710329434762038,inf,-1
317,1,rajat04.mtx,0.0,3,0,2,-1,-7139710329434762038,inf,-1
318,1,rajat04.mtx,0.0,3,0,3,-1,-7139710329434762038,inf,-1
319,1,rajat04.mtx,0.0,3,0,4,-1,-7139710329434762038,inf,-1
320,1,rajat04.mtx,0.0255642,3,1,0,1,-7139710329434762038,0.0255642,-1
321,1,rajat04.mtx,0.00898004,3,1,1,1,-7139710329434762038,0.00898004,1
322,1,rajat04.mtx,0.0,3,1,2,-1,-7139710329434762038,inf,-1
323,1,rajat04.mtx,0.0,3,1,3,-1,-7139710329434762038,inf,-1
324,1,rajat04.mtx,1.91704,3,1,4,0,-7139710329434762038,inf,-1
