system,num_procs,matrix_name,solver,preconditioner,status,time,iterations,final_residual
comet,20,saylr3.mtx,FIXED_POINT,ILUT,unconverged,0.873074,10000,0.260768
comet,20,saylr3.mtx,FIXED_POINT,RILUK,error,0
comet,20,saylr3.mtx,FIXED_POINT,RELAXATION,unconverged,0.51639,10000,0.0634735
comet,20,saylr3.mtx,FIXED_POINT,CHEBYSHEV,error,0
comet,20,saylr3.mtx,FIXED_POINT,NONE,error,0
comet,20,saylr3.mtx,BICGSTAB,ILUT,error,0
comet,20,saylr3.mtx,BICGSTAB,RILUK,error,0
comet,20,saylr3.mtx,BICGSTAB,RELAXATION,error,0
comet,20,saylr3.mtx,BICGSTAB,CHEBYSHEV,error,0
comet,20,saylr3.mtx,BICGSTAB,NONE,error,0
comet,20,saylr3.mtx,MINRES,ILUT,unconverged,0.683569,10000,9.17656e-05
comet,20,saylr3.mtx,MINRES,RILUK,unconverged,0.67536,10000,9.17656e-05
comet,20,saylr3.mtx,MINRES,RELAXATION,unconverged,0.669831,10000,9.17656e-05
comet,20,saylr3.mtx,MINRES,CHEBYSHEV,unconverged,0.67103,10000,9.17656e-05
comet,20,saylr3.mtx,MINRES,NONE,unconverged,0.673884,10000,9.17656e-05
comet,20,saylr3.mtx,PSEUDOBLOCK_CG,ILUT,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_CG,RILUK,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_CG,NONE,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0
comet,20,saylr3.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.94067,10000,126.276
comet,20,saylr3.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.36937,10000,111.293
comet,20,saylr3.mtx,LSQR,ILUT,converged,0.400503,1100,
comet,20,saylr3.mtx,LSQR,RILUK,unconverged,2.40016,10000,
comet,20,saylr3.mtx,LSQR,RELAXATION,converged,1.01889,3490,
comet,20,saylr3.mtx,LSQR,CHEBYSHEV,converged,1.03466,3488,
comet,20,saylr3.mtx,LSQR,NONE,unconverged,1.8097,10000,
comet,20,saylr3.mtx,PSEUDOBLOCK_GMRES,ILUT,unconverged,0.0898609,177,5.39042e-07
comet,20,saylr3.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0
