,system,np,matrix,solver,prec,status,time,iters,resid,system_id,solver_id,prec_id,status_id,good_or_bad,new_time,matrix_id
9823,bridges,28,raefsky2.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.91632,10000.0,131.261,1,5,3,0,-1,inf,-7425505786058781341
9824,bridges,28,raefsky2.mtx,PSEUDOBLOCK_TFQMR,NONE,converged,0.232661,682.0,5.09705e-07,1,5,4,1,-1,0.232661,-7425505786058781341
9825,bridges,28,raefsky2.mtx,LSQR,ILUT,unconverged,4.4768300000000005,10000.0,,1,7,0,0,-1,inf,-7425505786058781341
9826,bridges,28,raefsky2.mtx,LSQR,RILUK,converged,0.327667,736.0,,1,7,1,1,-1,0.327667,-7425505786058781341
9827,bridges,28,raefsky2.mtx,LSQR,RELAXATION,converged,0.372398,1006.0,,1,7,2,1,-1,0.372398,-7425505786058781341
9828,bridges,28,raefsky2.mtx,LSQR,CHEBYSHEV,converged,2.43977,4540.0,,1,7,3,1,-1,2.43977,-7425505786058781341
9829,bridges,28,raefsky2.mtx,LSQR,NONE,converged,0.283648,1006.0,,1,7,4,1,-1,0.283648,-7425505786058781341
9830,bridges,28,raefsky2.mtx,PSEUDOBLOCK_GMRES,ILUT,converged,0.106127,172.0,9.50377e-07,1,8,0,1,-1,0.106127,-7425505786058781341
9831,bridges,28,raefsky2.mtx,PSEUDOBLOCK_GMRES,RILUK,converged,0.0730321,172.0,9.50377e-07,1,8,1,1,1,0.0730321,-7425505786058781341
9832,bridges,28,raefsky2.mtx,PSEUDOBLOCK_GMRES,RELAXATION,converged,0.238402,568.0,9.386169999999999e-07,1,8,2,1,-1,0.238402,-7425505786058781341
9833,bridges,28,raefsky2.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,3.95649,10000.0,0.770913,1,8,3,0,-1,inf,-7425505786058781341
9834,bridges,28,raefsky2.mtx,PSEUDOBLOCK_GMRES,NONE,converged,0.21051799999999998,568.0,9.33608e-07,1,8,4,1,-1,0.21051799999999998,-7425505786058781341
9835,bridges,28,ex14.mtx,FIXED_POINT,ILUT,error,0.0,,,1,0,0,-1,-1,inf,-8018710065677846300
9836,bridges,28,ex14.mtx,FIXED_POINT,RILUK,error,0.0,,,1,0,1,-1,-1,inf,-8018710065677846300
9837,bridges,28,ex14.mtx,FIXED_POINT,RELAXATION,error,0.0,,,1,0,2,-1,-1,inf,-8018710065677846300
9838,bridges,28,ex14.mtx,FIXED_POINT,CHEBYSHEV,error,0.0,,,1,0,3,-1,-1,inf,-8018710065677846300
9839,bridges,28,ex14.mtx,FIXED_POINT,NONE,error,0.0,,,1,0,4,-1,-1,inf,-8018710065677846300
9840,bridges,28,ex14.mtx,BICGSTAB,ILUT,error,0.0,,,1,1,0,-1,-1,inf,-8018710065677846300
9841,bridges,28,ex14.mtx,BICGSTAB,RILUK,error,0.0,,,1,1,1,-1,-1,inf,-8018710065677846300
9842,bridges,28,ex14.mtx,BICGSTAB,RELAXATION,error,0.0,,,1,1,2,-1,-1,inf,-8018710065677846300
9843,bridges,28,ex14.mtx,BICGSTAB,CHEBYSHEV,error,0.0,,,1,1,3,-1,-1,inf,-8018710065677846300
9844,bridges,28,ex14.mtx,BICGSTAB,NONE,error,0.0,,,1,1,4,-1,-1,inf,-8018710065677846300
9845,bridges,28,ex14.mtx,MINRES,ILUT,unconverged,0.709812,10000.0,0.351052,1,2,0,0,-1,inf,-8018710065677846300
9846,bridges,28,ex14.mtx,MINRES,RILUK,unconverged,0.7052970000000001,10000.0,0.351052,1,2,1,0,-1,inf,-8018710065677846300
9847,bridges,28,ex14.mtx,MINRES,RELAXATION,unconverged,0.708011,10000.0,0.351052,1,2,2,0,-1,inf,-8018710065677846300
9848,bridges,28,ex14.mtx,MINRES,CHEBYSHEV,unconverged,0.711725,10000.0,0.351052,1,2,3,0,-1,inf,-8018710065677846300
9849,bridges,28,ex14.mtx,MINRES,NONE,unconverged,1.058,10000.0,0.351052,1,2,4,0,-1,inf,-8018710065677846300
9850,bridges,28,ex14.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0,,,1,3,0,-1,-1,inf,-8018710065677846300
9851,bridges,28,ex14.mtx,PSEUDOBLOCK_CG,RILUK,error,0.0,,,1,3,1,-1,-1,inf,-8018710065677846300
9852,bridges,28,ex14.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.0,,,1,3,2,-1,-1,inf,-8018710065677846300
9853,bridges,28,ex14.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0,,,1,3,3,-1,-1,inf,-8018710065677846300
9854,bridges,28,ex14.mtx,PSEUDOBLOCK_CG,NONE,error,0.0,,,1,3,4,-1,-1,inf,-8018710065677846300
9855,bridges,28,ex14.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0,,,1,5,0,-1,-1,inf,-8018710065677846300
9856,bridges,28,ex14.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.0,,,1,5,1,-1,-1,inf,-8018710065677846300
9857,bridges,28,ex14.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.0,,,1,5,2,-1,-1,inf,-8018710065677846300
9858,bridges,28,ex14.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.4531,10000.0,84.9349,1,5,3,0,-1,inf,-8018710065677846300
9859,bridges,28,ex14.mtx,PSEUDOBLOCK_TFQMR,NONE,error,0.0,,,1,5,4,-1,-1,inf,-8018710065677846300
9860,bridges,28,ex14.mtx,LSQR,ILUT,unconverged,1.5506,10000.0,,1,7,0,0,-1,inf,-8018710065677846300
9861,bridges,28,ex14.mtx,LSQR,RILUK,unconverged,1.53667,10000.0,,1,7,1,0,-1,inf,-8018710065677846300
9862,bridges,28,ex14.mtx,LSQR,RELAXATION,unconverged,1.1351799999999999,10000.0,,1,7,2,0,-1,inf,-8018710065677846300
9863,bridges,28,ex14.mtx,LSQR,CHEBYSHEV,converged,0.015514400000000001,42.0,,1,7,3,1,1,0.015514400000000001,-8018710065677846300
9864,bridges,28,ex14.mtx,LSQR,NONE,converged,0.751057,5474.0,,1,7,4,1,-1,0.751057,-8018710065677846300
9865,bridges,28,ex14.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.0,,,1,8,0,-1,-1,inf,-8018710065677846300
9866,bridges,28,ex14.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.0,,,1,8,1,-1,-1,inf,-8018710065677846300
9867,bridges,28,ex14.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.0,,,1,8,2,-1,-1,inf,-8018710065677846300
9868,bridges,28,ex14.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,3.78674,10000.0,0.637817,1,8,3,0,-1,inf,-8018710065677846300
9869,bridges,28,ex14.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,3.35239,10000.0,0.450967,1,8,4,0,-1,inf,-8018710065677846300
9870,bridges,28,bayer05.mtx,FIXED_POINT,ILUT,error,0.0,,,1,0,0,-1,-1,inf,3532213595034724768
9871,bridges,28,bayer05.mtx,FIXED_POINT,RILUK,error,0.0,,,1,0,1,-1,-1,inf,3532213595034724768
9872,bridges,28,bayer05.mtx,FIXED_POINT,RELAXATION,error,0.0,,,1,0,2,-1,-1,inf,3532213595034724768
9873,bridges,28,bayer05.mtx,FIXED_POINT,CHEBYSHEV,unconverged,0.603946,10000.0,1.0094100000000001,1,0,3,0,-1,inf,3532213595034724768
9874,bridges,28,bayer05.mtx,FIXED_POINT,NONE,error,0.0,,,1,0,4,-1,-1,inf,3532213595034724768
9875,bridges,28,bayer05.mtx,BICGSTAB,ILUT,error,0.0,,,1,1,0,-1,-1,inf,3532213595034724768
9876,bridges,28,bayer05.mtx,BICGSTAB,RILUK,error,0.0,,,1,1,1,-1,-1,inf,3532213595034724768
9877,bridges,28,bayer05.mtx,BICGSTAB,RELAXATION,error,0.0,,,1,1,2,-1,-1,inf,3532213595034724768
9878,bridges,28,bayer05.mtx,BICGSTAB,CHEBYSHEV,error,0.0,,,1,1,3,-1,-1,inf,3532213595034724768
9879,bridges,28,bayer05.mtx,BICGSTAB,NONE,error,0.0,,,1,1,4,-1,-1,inf,3532213595034724768
9880,bridges,28,bayer05.mtx,MINRES,ILUT,unconverged,0.765349,10000.0,0.0141317,1,2,0,0,-1,inf,3532213595034724768
9881,bridges,28,bayer05.mtx,MINRES,RILUK,unconverged,0.742109,10000.0,0.0141317,1,2,1,0,-1,inf,3532213595034724768
9882,bridges,28,bayer05.mtx,MINRES,RELAXATION,unconverged,0.733004,10000.0,0.0141317,1,2,2,0,-1,inf,3532213595034724768
9883,bridges,28,bayer05.mtx,MINRES,CHEBYSHEV,unconverged,0.727403,10000.0,0.0141317,1,2,3,0,-1,inf,3532213595034724768
9884,bridges,28,bayer05.mtx,MINRES,NONE,unconverged,0.72236,10000.0,0.0141317,1,2,4,0,-1,inf,3532213595034724768
9885,bridges,28,bayer05.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0,,,1,3,0,-1,-1,inf,3532213595034724768
9886,bridges,28,bayer05.mtx,PSEUDOBLOCK_CG,RILUK,error,0.0,,,1,3,1,-1,-1,inf,3532213595034724768
9887,bridges,28,bayer05.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.0,,,1,3,2,-1,-1,inf,3532213595034724768
9888,bridges,28,bayer05.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0,,,1,3,3,-1,-1,inf,3532213595034724768
9889,bridges,28,bayer05.mtx,PSEUDOBLOCK_CG,NONE,error,0.0,,,1,3,4,-1,-1,inf,3532213595034724768
9890,bridges,28,bayer05.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0,,,1,5,0,-1,-1,inf,3532213595034724768
9891,bridges,28,bayer05.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.0,,,1,5,1,-1,-1,inf,3532213595034724768
9892,bridges,28,bayer05.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.0,,,1,5,2,-1,-1,inf,3532213595034724768
9893,bridges,28,bayer05.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.4826599999999996,10000.0,141.244,1,5,3,0,-1,inf,3532213595034724768
9894,bridges,28,bayer05.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.04886,10000.0,141.313,1,5,4,0,-1,inf,3532213595034724768
9895,bridges,28,bayer05.mtx,LSQR,ILUT,unconverged,1.60094,10000.0,,1,7,0,0,-1,inf,3532213595034724768
9896,bridges,28,bayer05.mtx,LSQR,RILUK,unconverged,1.58807,10000.0,,1,7,1,0,-1,inf,3532213595034724768
9897,bridges,28,bayer05.mtx,LSQR,RELAXATION,unconverged,1.21238,10000.0,,1,7,2,0,-1,inf,3532213595034724768
9898,bridges,28,bayer05.mtx,LSQR,CHEBYSHEV,converged,0.00233054,4.0,,1,7,3,1,-1,0.00233054,3532213595034724768
9899,bridges,28,bayer05.mtx,LSQR,NONE,converged,0.00179458,8.0,,1,7,4,1,1,0.00179458,3532213595034724768
9900,bridges,28,bayer05.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.0,,,1,8,0,-1,-1,inf,3532213595034724768
9901,bridges,28,bayer05.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.0,,,1,8,1,-1,-1,inf,3532213595034724768
9902,bridges,28,bayer05.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.0,,,1,8,2,-1,-1,inf,3532213595034724768
9903,bridges,28,bayer05.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.0502825,3.0,0.0,1,8,3,0,-1,inf,3532213595034724768
9904,bridges,28,bayer05.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,0.00172257,2.0,0.0,1,8,4,0,-1,inf,3532213595034724768
9905,bridges,28,bayer07.mtx,FIXED_POINT,ILUT,error,0.0,,,1,0,0,-1,-1,inf,-9220398378778986880
9906,bridges,28,bayer07.mtx,FIXED_POINT,RILUK,error,0.0,,,1,0,1,-1,-1,inf,-9220398378778986880
9907,bridges,28,bayer07.mtx,FIXED_POINT,RELAXATION,error,0.0,,,1,0,2,-1,-1,inf,-9220398378778986880
9908,bridges,28,bayer07.mtx,FIXED_POINT,CHEBYSHEV,unconverged,0.5979479999999999,10000.0,1.0094100000000001,1,0,3,0,-1,inf,-9220398378778986880
9909,bridges,28,bayer07.mtx,FIXED_POINT,NONE,error,0.0,,,1,0,4,-1,-1,inf,-9220398378778986880
9910,bridges,28,bayer07.mtx,BICGSTAB,ILUT,error,0.0,,,1,1,0,-1,-1,inf,-9220398378778986880
9911,bridges,28,bayer07.mtx,BICGSTAB,RILUK,error,0.0,,,1,1,1,-1,-1,inf,-9220398378778986880
9912,bridges,28,bayer07.mtx,BICGSTAB,RELAXATION,error,0.0,,,1,1,2,-1,-1,inf,-9220398378778986880
9913,bridges,28,bayer07.mtx,BICGSTAB,CHEBYSHEV,error,0.0,,,1,1,3,-1,-1,inf,-9220398378778986880
9914,bridges,28,bayer07.mtx,BICGSTAB,NONE,error,0.0,,,1,1,4,-1,-1,inf,-9220398378778986880
9915,bridges,28,bayer07.mtx,MINRES,ILUT,unconverged,0.726304,10000.0,0.0141317,1,2,0,0,-1,inf,-9220398378778986880
9916,bridges,28,bayer07.mtx,MINRES,RILUK,unconverged,0.6797850000000001,10000.0,0.0141317,1,2,1,0,-1,inf,-9220398378778986880
9917,bridges,28,bayer07.mtx,MINRES,RELAXATION,unconverged,0.686714,10000.0,0.0141317,1,2,2,0,-1,inf,-9220398378778986880
9918,bridges,28,bayer07.mtx,MINRES,CHEBYSHEV,unconverged,1.00678,10000.0,0.0141317,1,2,3,0,-1,inf,-9220398378778986880
9919,bridges,28,bayer07.mtx,MINRES,NONE,unconverged,1.04203,10000.0,0.0141317,1,2,4,0,-1,inf,-9220398378778986880
9920,bridges,28,bayer07.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0,,,1,3,0,-1,-1,inf,-9220398378778986880
9921,bridges,28,bayer07.mtx,PSEUDOBLOCK_CG,RILUK,error,0.0,,,1,3,1,-1,-1,inf,-9220398378778986880
9922,bridges,28,bayer07.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.0,,,1,3,2,-1,-1,inf,-9220398378778986880
9923,bridges,28,bayer07.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0,,,1,3,3,-1,-1,inf,-9220398378778986880
9924,bridges,28,bayer07.mtx,PSEUDOBLOCK_CG,NONE,error,0.0,,,1,3,4,-1,-1,inf,-9220398378778986880
9925,bridges,28,bayer07.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0,,,1,5,0,-1,-1,inf,-9220398378778986880
9926,bridges,28,bayer07.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.0,,,1,5,1,-1,-1,inf,-9220398378778986880
9927,bridges,28,bayer07.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.0,,,1,5,2,-1,-1,inf,-9220398378778986880
9928,bridges,28,bayer07.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.28493,10000.0,141.244,1,5,3,0,-1,inf,-9220398378778986880
9929,bridges,28,bayer07.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,2.8895299999999997,10000.0,141.313,1,5,4,0,-1,inf,-9220398378778986880
9930,bridges,28,bayer07.mtx,LSQR,ILUT,unconverged,1.5710600000000001,10000.0,,1,7,0,0,-1,inf,-9220398378778986880
9931,bridges,28,bayer07.mtx,LSQR,RILUK,unconverged,2.09203,10000.0,,1,7,1,0,-1,inf,-9220398378778986880
9932,bridges,28,bayer07.mtx,LSQR,RELAXATION,unconverged,1.13838,10000.0,,1,7,2,0,-1,inf,-9220398378778986880
9933,bridges,28,bayer07.mtx,LSQR,CHEBYSHEV,converged,0.00225759,4.0,,1,7,3,1,1,0.00225759,-9220398378778986880
9934,bridges,28,bayer07.mtx,LSQR,NONE,converged,0.00465679,8.0,,1,7,4,1,-1,0.00465679,-9220398378778986880
9935,bridges,28,bayer07.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.0,,,1,8,0,-1,-1,inf,-9220398378778986880
9936,bridges,28,bayer07.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.0,,,1,8,1,-1,-1,inf,-9220398378778986880
9937,bridges,28,bayer07.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.0,,,1,8,2,-1,-1,inf,-9220398378778986880
9938,bridges,28,bayer07.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.059422699999999995,3.0,0.0,1,8,3,0,-1,inf,-9220398378778986880
9939,bridges,28,bayer07.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,0.00224209,2.0,0.0,1,8,4,0,-1,inf,-9220398378778986880
9940,bridges,28,sherman5.mtx,FIXED_POINT,ILUT,converged,0.310616,4158.0,9.97799e-07,1,0,0,1,-1,0.310616,6106529675343907938
9941,bridges,28,sherman5.mtx,FIXED_POINT,RILUK,converged,0.424645,4158.0,9.97799e-07,1,0,1,1,-1,0.424645,6106529675343907938
9942,bridges,28,sherman5.mtx,FIXED_POINT,RELAXATION,error,0.0,,,1,0,2,-1,-1,inf,6106529675343907938
9943,bridges,28,sherman5.mtx,FIXED_POINT,CHEBYSHEV,error,0.0,,,1,0,3,-1,-1,inf,6106529675343907938
9944,bridges,28,sherman5.mtx,FIXED_POINT,NONE,error,0.0,,,1,0,4,-1,-1,inf,6106529675343907938
9945,bridges,28,sherman5.mtx,BICGSTAB,ILUT,converged,0.027151799999999997,54.0,8.92838e-07,1,1,0,1,-1,0.027151799999999997,6106529675343907938
9946,bridges,28,sherman5.mtx,BICGSTAB,RILUK,converged,0.0185592,58.0,4.6426900000000004e-07,1,1,1,1,1,0.0185592,6106529675343907938
9947,bridges,28,sherman5.mtx,BICGSTAB,RELAXATION,converged,0.0331681,120.0,3.0374000000000005e-07,1,1,2,1,-1,0.0331681,6106529675343907938
9948,bridges,28,sherman5.mtx,BICGSTAB,CHEBYSHEV,error,0.0,,,1,1,3,-1,-1,inf,6106529675343907938
9949,bridges,28,sherman5.mtx,BICGSTAB,NONE,converged,0.551381,2054.0,9.350310000000001e-07,1,1,4,1,-1,0.551381,6106529675343907938
9950,bridges,28,sherman5.mtx,MINRES,ILUT,unconverged,0.6560050000000001,10000.0,0.0640479,1,2,0,0,-1,inf,6106529675343907938
9951,bridges,28,sherman5.mtx,MINRES,RILUK,unconverged,0.678244,10000.0,0.0640479,1,2,1,0,-1,inf,6106529675343907938
9952,bridges,28,sherman5.mtx,MINRES,RELAXATION,unconverged,0.656601,10000.0,0.0640479,1,2,2,0,-1,inf,6106529675343907938
9953,bridges,28,sherman5.mtx,MINRES,CHEBYSHEV,unconverged,0.667065,10000.0,0.0640479,1,2,3,0,-1,inf,6106529675343907938
9954,bridges,28,sherman5.mtx,MINRES,NONE,unconverged,0.662679,10000.0,0.0640479,1,2,4,0,-1,inf,6106529675343907938
9955,bridges,28,sherman5.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0,,,1,3,0,-1,-1,inf,6106529675343907938
9956,bridges,28,sherman5.mtx,PSEUDOBLOCK_CG,RILUK,error,0.0,,,1,3,1,-1,-1,inf,6106529675343907938
9957,bridges,28,sherman5.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.0,,,1,3,2,-1,-1,inf,6106529675343907938
9958,bridges,28,sherman5.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0,,,1,3,3,-1,-1,inf,6106529675343907938
9959,bridges,28,sherman5.mtx,PSEUDOBLOCK_CG,NONE,error,0.0,,,1,3,4,-1,-1,inf,6106529675343907938
9960,bridges,28,sherman5.mtx,PSEUDOBLOCK_TFQMR,ILUT,converged,0.10375,64.0,9.65159e-07,1,5,0,1,-1,0.10375,6106529675343907938
9961,bridges,28,sherman5.mtx,PSEUDOBLOCK_TFQMR,RILUK,converged,0.0272274,64.0,9.66536e-07,1,5,1,1,-1,0.0272274,6106529675343907938
9962,bridges,28,sherman5.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,converged,0.049620599999999994,151.0,5.70501e-07,1,5,2,1,-1,0.049620599999999994,6106529675343907938
9963,bridges,28,sherman5.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.27143,10000.0,138.955,1,5,3,0,-1,inf,6106529675343907938
9964,bridges,28,sherman5.mtx,PSEUDOBLOCK_TFQMR,NONE,converged,0.468876,1664.0,7.6184e-07,1,5,4,1,-1,0.468876,6106529675343907938
9965,bridges,28,sherman5.mtx,LSQR,ILUT,converged,0.750066,2534.0,,1,7,0,1,-1,0.750066,6106529675343907938
9966,bridges,28,sherman5.mtx,LSQR,RILUK,converged,1.1193600000000001,3871.0,,1,7,1,1,-1,1.1193600000000001,6106529675343907938
9967,bridges,28,sherman5.mtx,LSQR,RELAXATION,unconverged,2.19747,10000.0,,1,7,2,0,-1,inf,6106529675343907938
9968,bridges,28,sherman5.mtx,LSQR,CHEBYSHEV,unconverged,2.80535,10000.0,,1,7,3,0,-1,inf,6106529675343907938
9969,bridges,28,sherman5.mtx,LSQR,NONE,unconverged,2.73333,10000.0,,1,7,4,0,-1,inf,6106529675343907938
9970,bridges,28,sherman5.mtx,PSEUDOBLOCK_GMRES,ILUT,converged,0.130779,66.0,8.732540000000001e-07,1,8,0,1,-1,0.130779,6106529675343907938
9971,bridges,28,sherman5.mtx,PSEUDOBLOCK_GMRES,RILUK,converged,0.271086,66.0,8.732540000000001e-07,1,8,1,1,-1,0.271086,6106529675343907938
9972,bridges,28,sherman5.mtx,PSEUDOBLOCK_GMRES,RELAXATION,converged,0.0403969,121.0,8.245319999999999e-07,1,8,2,1,-1,0.0403969,6106529675343907938
9973,bridges,28,sherman5.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,3.6040099999999997,10000.0,3.7357400000000003,1,8,3,0,-1,inf,6106529675343907938
9974,bridges,28,sherman5.mtx,PSEUDOBLOCK_GMRES,NONE,converged,2.24634,5302.0,9.98835e-07,1,8,4,1,-1,2.24634,6106529675343907938
9975,bridges,28,ex9.mtx,FIXED_POINT,ILUT,error,0.0,,,1,0,0,-1,-1,inf,-911287784813847203
9976,bridges,28,ex9.mtx,FIXED_POINT,RILUK,error,0.0,,,1,0,1,-1,-1,inf,-911287784813847203
9977,bridges,28,ex9.mtx,FIXED_POINT,RELAXATION,error,0.0,,,1,0,2,-1,-1,inf,-911287784813847203
9978,bridges,28,ex9.mtx,FIXED_POINT,CHEBYSHEV,error,0.0,,,1,0,3,-1,-1,inf,-911287784813847203
9979,bridges,28,ex9.mtx,FIXED_POINT,NONE,error,0.0,,,1,0,4,-1,-1,inf,-911287784813847203
9980,bridges,28,ex9.mtx,BICGSTAB,ILUT,unconverged,5.18165,10000.0,6.59278,1,1,0,0,-1,inf,-911287784813847203
9981,bridges,28,ex9.mtx,BICGSTAB,RILUK,unconverged,4.35076,10000.0,6.6981399999999995,1,1,1,0,-1,inf,-911287784813847203
9982,bridges,28,ex9.mtx,BICGSTAB,RELAXATION,error,0.0,,,1,1,2,-1,-1,inf,-911287784813847203
9983,bridges,28,ex9.mtx,BICGSTAB,CHEBYSHEV,error,0.0,,,1,1,3,-1,-1,inf,-911287784813847203
9984,bridges,28,ex9.mtx,BICGSTAB,NONE,unconverged,3.47515,10000.0,1.9311e+61,1,1,4,0,-1,inf,-911287784813847203
9985,bridges,28,ex9.mtx,MINRES,ILUT,unconverged,0.821629,10000.0,0.148398,1,2,0,0,-1,inf,-911287784813847203
9986,bridges,28,ex9.mtx,MINRES,RILUK,unconverged,0.666164,10000.0,0.148398,1,2,1,0,-1,inf,-911287784813847203
9987,bridges,28,ex9.mtx,MINRES,RELAXATION,unconverged,0.70932,10000.0,0.148398,1,2,2,0,-1,inf,-911287784813847203
9988,bridges,28,ex9.mtx,MINRES,CHEBYSHEV,unconverged,0.659842,10000.0,0.148398,1,2,3,0,-1,inf,-911287784813847203
9989,bridges,28,ex9.mtx,MINRES,NONE,unconverged,0.644208,10000.0,0.148398,1,2,4,0,-1,inf,-911287784813847203
9990,bridges,28,ex9.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0,,,1,3,0,-1,-1,inf,-911287784813847203
9991,bridges,28,ex9.mtx,PSEUDOBLOCK_CG,RILUK,error,0.0,,,1,3,1,-1,-1,inf,-911287784813847203
9992,bridges,28,ex9.mtx,PSEUDOBLOCK_CG,RELAXATION,unconverged,0.876388,10000.0,0.226454,1,3,2,0,-1,inf,-911287784813847203
9993,bridges,28,ex9.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,unconverged,0.9053200000000001,10000.0,4.442769999999999,1,3,3,0,-1,inf,-911287784813847203
9994,bridges,28,ex9.mtx,PSEUDOBLOCK_CG,NONE,unconverged,0.8312360000000001,10000.0,145.054,1,3,4,0,-1,inf,-911287784813847203
9995,bridges,28,ex9.mtx,PSEUDOBLOCK_TFQMR,ILUT,unconverged,4.89958,10000.0,140.91899999999998,1,5,0,0,-1,inf,-911287784813847203
9996,bridges,28,ex9.mtx,PSEUDOBLOCK_TFQMR,RILUK,unconverged,3.6817599999999997,10000.0,141.41899999999998,1,5,1,0,-1,inf,-911287784813847203
9997,bridges,28,ex9.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,unconverged,3.3583,10000.0,140.064,1,5,2,0,-1,inf,-911287784813847203
9998,bridges,28,ex9.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,3.2532400000000004,10000.0,141.159,1,5,3,0,-1,inf,-911287784813847203
9999,bridges,28,ex9.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,2.99145,10000.0,139.769,1,5,4,0,-1,inf,-911287784813847203
10000,bridges,28,ex9.mtx,LSQR,ILUT,unconverged,1.60134,10000.0,,1,7,0,0,-1,inf,-911287784813847203
10001,bridges,28,ex9.mtx,LSQR,RILUK,unconverged,2.99878,10000.0,,1,7,1,0,-1,inf,-911287784813847203
10002,bridges,28,ex9.mtx,LSQR,RELAXATION,converged,0.835935,2462.0,,1,7,2,1,-1,0.835935,-911287784813847203
10003,bridges,28,ex9.mtx,LSQR,CHEBYSHEV,converged,0.44541099999999995,1887.0,,1,7,3,1,1,0.44541099999999995,-911287784813847203
10004,bridges,28,ex9.mtx,LSQR,NONE,unconverged,1.39297,10000.0,,1,7,4,0,-1,inf,-911287784813847203
10005,bridges,28,ex9.mtx,PSEUDOBLOCK_GMRES,ILUT,unconverged,3.7863,10000.0,0.728114,1,8,0,0,-1,inf,-911287784813847203
10006,bridges,28,ex9.mtx,PSEUDOBLOCK_GMRES,RILUK,unconverged,3.7413199999999995,10000.0,0.705417,1,8,1,0,-1,inf,-911287784813847203
10007,bridges,28,ex9.mtx,PSEUDOBLOCK_GMRES,RELAXATION,unconverged,3.90686,10000.0,0.0747423,1,8,2,0,-1,inf,-911287784813847203
10008,bridges,28,ex9.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,3.56071,10000.0,0.8292510000000001,1,8,3,0,-1,inf,-911287784813847203
10009,bridges,28,ex9.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,3.31351,10000.0,0.393789,1,8,4,0,-1,inf,-911287784813847203
10010,bridges,28,raefsky6.mtx,FIXED_POINT,ILUT,converged,0.0138495,13.0,1.94827e-07,1,0,0,1,-1,0.0138495,6587633933383385787
10011,bridges,28,raefsky6.mtx,FIXED_POINT,RILUK,converged,0.0608366,13.0,1.94827e-07,1,0,1,1,-1,0.0608366,6587633933383385787
10012,bridges,28,raefsky6.mtx,FIXED_POINT,RELAXATION,converged,0.00441337,25.0,1.8084e-07,1,0,2,1,1,0.00441337,6587633933383385787
