num_procs,matrix_name,solver,preconditioner,status,time,iterations,final_residual
12,adder_dcop_44.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.033988,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.000954866,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.000527859,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.00268292,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.000804901,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0450609,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.00124097,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.00093317,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.00726,10000,141.376
12,adder_dcop_44.mtx,PSEUDOBLOCK_TFQMR,NONE,error,0.6074,,
12,adder_dcop_44.mtx,TFQMR,ILUT,error,0.00265193,,
12,adder_dcop_44.mtx,TFQMR,RILUK,error,0.00110483,,
12,adder_dcop_44.mtx,TFQMR,RELAXATION,error,0.000771999,,
12,adder_dcop_44.mtx,TFQMR,CHEBYSHEV,unconverged,2.33457,10000,141.327
12,adder_dcop_44.mtx,TFQMR,NONE,error,0.311162,,
12,adder_dcop_44.mtx,LSQR,ILUT,unconverged,1.86108,10000,
12,adder_dcop_44.mtx,LSQR,RILUK,unconverged,1.86027,10000,
12,adder_dcop_44.mtx,LSQR,RELAXATION,unconverged,1.49165,10000,
12,adder_dcop_44.mtx,LSQR,CHEBYSHEV,converged,0.00223279,2,
12,adder_dcop_44.mtx,LSQR,NONE,converged,0.150997,655,
12,adder_dcop_44.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.00244617,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.00103903,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.000735044,,
12,adder_dcop_44.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.0157571,2,0
12,adder_dcop_44.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.39973,6300,0.25633
12,adder_dcop_45.mtx,FIXED_POINT,ILUT,error,0.00205803,,
12,adder_dcop_45.mtx,FIXED_POINT,RILUK,error,0.00125885,,
12,adder_dcop_45.mtx,FIXED_POINT,RELAXATION,error,0.000754118,,
12,adder_dcop_45.mtx,FIXED_POINT,CHEBYSHEV,error,0.0152049,,
12,adder_dcop_45.mtx,FIXED_POINT,NONE,error,0.0867472,,
12,adder_dcop_45.mtx,BICGSTAB,ILUT,error,0.00252199,,
12,adder_dcop_45.mtx,BICGSTAB,RILUK,error,0.00117493,,
12,adder_dcop_45.mtx,BICGSTAB,RELAXATION,error,0.000836849,,
12,adder_dcop_45.mtx,BICGSTAB,CHEBYSHEV,error,0.253644,,
12,adder_dcop_45.mtx,BICGSTAB,NONE,error,0.235993,,
12,adder_dcop_45.mtx,MINRES,ILUT,unconverged,1.03752,10000,0.121709
12,adder_dcop_45.mtx,MINRES,RILUK,unconverged,0.962996,10000,0.121709
12,adder_dcop_45.mtx,MINRES,RELAXATION,unconverged,0.966111,10000,0.121709
12,adder_dcop_45.mtx,MINRES,CHEBYSHEV,unconverged,0.964656,10000,0.121709
12,adder_dcop_45.mtx,MINRES,NONE,unconverged,0.961139,10000,0.121709
12,adder_dcop_45.mtx,PSEUDOBLOCK_CG,ILUT,error,0.00175595,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_CG,RILUK,error,0.000818968,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.000501156,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.00173903,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_CG,NONE,error,0.000763178,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.016983,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.00974798,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.000540972,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.0148418,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.0107999,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0131931,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.0129502,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.000951052,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.02077,10000,141.376
12,adder_dcop_45.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.61147,10000,140.327
12,adder_dcop_45.mtx,TFQMR,ILUT,error,0.00271201,,
12,adder_dcop_45.mtx,TFQMR,RILUK,error,0.0010879,,
12,adder_dcop_45.mtx,TFQMR,RELAXATION,error,0.000761986,,
12,adder_dcop_45.mtx,TFQMR,CHEBYSHEV,error,0.00183296,,
12,adder_dcop_45.mtx,TFQMR,NONE,unconverged,1.80983,10000,140.327
12,adder_dcop_45.mtx,LSQR,ILUT,unconverged,1.87186,10000,
12,adder_dcop_45.mtx,LSQR,RILUK,unconverged,1.86088,10000,
12,adder_dcop_45.mtx,LSQR,RELAXATION,unconverged,1.45994,10000,
12,adder_dcop_45.mtx,LSQR,CHEBYSHEV,converged,0.00226903,2,
12,adder_dcop_45.mtx,LSQR,NONE,converged,0.178699,792,
12,adder_dcop_45.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.00484896,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.00104213,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.000722885,,
12,adder_dcop_45.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.045578,2,0
12,adder_dcop_45.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.38482,6300,0.235117
12,adder_dcop_46.mtx,FIXED_POINT,ILUT,error,0.00267816,,
12,adder_dcop_46.mtx,FIXED_POINT,RILUK,error,0.0013051,,
12,adder_dcop_46.mtx,FIXED_POINT,RELAXATION,error,0.000494003,,
12,adder_dcop_46.mtx,FIXED_POINT,CHEBYSHEV,error,0.016556,,
12,adder_dcop_46.mtx,FIXED_POINT,NONE,error,0.088084,,
12,adder_dcop_46.mtx,BICGSTAB,ILUT,error,0.00145388,,
12,adder_dcop_46.mtx,BICGSTAB,RILUK,error,0.00118899,,
12,adder_dcop_46.mtx,BICGSTAB,RELAXATION,error,0.000849009,,
12,adder_dcop_46.mtx,BICGSTAB,CHEBYSHEV,error,0.290009,,
12,adder_dcop_46.mtx,BICGSTAB,NONE,error,0.0639949,,
12,adder_dcop_46.mtx,MINRES,ILUT,unconverged,1.03939,10000,0.175779
12,adder_dcop_46.mtx,MINRES,RILUK,unconverged,0.985393,10000,0.175779
12,adder_dcop_46.mtx,MINRES,RELAXATION,unconverged,0.971897,10000,0.175779
12,adder_dcop_46.mtx,MINRES,CHEBYSHEV,unconverged,0.968663,10000,0.175779
12,adder_dcop_46.mtx,MINRES,NONE,unconverged,0.971158,10000,0.175779
12,adder_dcop_46.mtx,PSEUDOBLOCK_CG,ILUT,error,0.00204277,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_CG,RILUK,error,0.000823021,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.000513077,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0018189,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_CG,NONE,error,0.00834799,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.000939131,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.000897884,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.0156291,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.00331712,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.000803947,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.044975,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.013144,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.0127108,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.03176,10000,141.376
12,adder_dcop_46.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.56151,10000,140.328
12,adder_dcop_46.mtx,TFQMR,ILUT,error,0.00247908,,
12,adder_dcop_46.mtx,TFQMR,RILUK,error,0.00108695,,
12,adder_dcop_46.mtx,TFQMR,RELAXATION,error,0.00107098,,
12,adder_dcop_46.mtx,TFQMR,CHEBYSHEV,error,0.00180984,,
12,adder_dcop_46.mtx,TFQMR,NONE,unconverged,1.82434,10000,140.328
12,adder_dcop_46.mtx,LSQR,ILUT,unconverged,1.83923,10000,
12,adder_dcop_46.mtx,LSQR,RILUK,unconverged,1.87418,10000,
12,adder_dcop_46.mtx,LSQR,RELAXATION,unconverged,1.48187,10000,
12,adder_dcop_46.mtx,LSQR,CHEBYSHEV,converged,0.0022819,2,
12,adder_dcop_46.mtx,LSQR,NONE,converged,0.254002,1107,
12,adder_dcop_46.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.00311685,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.0030899,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.000737906,,
12,adder_dcop_46.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.246874,2,0
12,adder_dcop_46.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.40926,6300,0.258316
12,adder_dcop_47.mtx,FIXED_POINT,ILUT,error,0.00278997,,
12,adder_dcop_47.mtx,FIXED_POINT,RILUK,error,0.00130486,,
12,adder_dcop_47.mtx,FIXED_POINT,RELAXATION,error,0.00051403,,
12,adder_dcop_47.mtx,FIXED_POINT,CHEBYSHEV,error,0.101199,,
12,adder_dcop_47.mtx,FIXED_POINT,NONE,error,0.087709,,
12,adder_dcop_47.mtx,BICGSTAB,ILUT,error,0.00291705,,
12,adder_dcop_47.mtx,BICGSTAB,RILUK,error,0.00117302,,
12,adder_dcop_47.mtx,BICGSTAB,RELAXATION,error,0.00978708,,
12,adder_dcop_47.mtx,BICGSTAB,CHEBYSHEV,error,0.76279,,
12,adder_dcop_47.mtx,BICGSTAB,NONE,error,0.645952,,
12,adder_dcop_47.mtx,MINRES,ILUT,unconverged,1.03792,10000,0.103785
12,adder_dcop_47.mtx,MINRES,RILUK,unconverged,0.972342,10000,0.103785
12,adder_dcop_47.mtx,MINRES,RELAXATION,unconverged,0.975933,10000,0.103785
12,adder_dcop_47.mtx,MINRES,CHEBYSHEV,unconverged,0.974193,10000,0.103785
12,adder_dcop_47.mtx,MINRES,NONE,unconverged,0.971194,10000,0.103785
12,adder_dcop_47.mtx,PSEUDOBLOCK_CG,ILUT,error,0.002707,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_CG,RILUK,error,0.000808001,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.00052619,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.00858712,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_CG,NONE,error,0.00918508,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.0731089,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.0324039,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.000690937,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.00318503,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.00079608,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0416839,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.00124002,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.000921965,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.02123,10000,141.376
12,adder_dcop_47.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.58397,10000,140.329
12,adder_dcop_47.mtx,TFQMR,ILUT,error,0.00262594,,
12,adder_dcop_47.mtx,TFQMR,RILUK,error,0.0010879,,
12,adder_dcop_47.mtx,TFQMR,RELAXATION,error,0.000762939,,
12,adder_dcop_47.mtx,TFQMR,CHEBYSHEV,error,0.00184703,,
12,adder_dcop_47.mtx,TFQMR,NONE,unconverged,1.82669,10000,140.329
12,adder_dcop_47.mtx,LSQR,ILUT,unconverged,2.07054,10000,
12,adder_dcop_47.mtx,LSQR,RILUK,unconverged,1.87101,10000,
12,adder_dcop_47.mtx,LSQR,RELAXATION,unconverged,1.49501,10000,
12,adder_dcop_47.mtx,LSQR,CHEBYSHEV,converged,0.00230098,2,
12,adder_dcop_47.mtx,LSQR,NONE,converged,0.146221,639,
12,adder_dcop_47.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.00284386,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.00102592,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.000725031,,
12,adder_dcop_47.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.061542,2,0
12,adder_dcop_47.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.39404,6300,0.238687
12,adder_dcop_48.mtx,FIXED_POINT,ILUT,error,0.002949,,
12,adder_dcop_48.mtx,FIXED_POINT,RILUK,error,0.00102806,,
12,adder_dcop_48.mtx,FIXED_POINT,RELAXATION,error,0.000839949,,
12,adder_dcop_48.mtx,FIXED_POINT,CHEBYSHEV,error,0.014986,,
12,adder_dcop_48.mtx,FIXED_POINT,NONE,error,0.0866671,,
12,adder_dcop_48.mtx,BICGSTAB,ILUT,error,0.00295186,,
12,adder_dcop_48.mtx,BICGSTAB,RILUK,error,0.00119305,,
12,adder_dcop_48.mtx,BICGSTAB,RELAXATION,error,0.00975704,,
12,adder_dcop_48.mtx,BICGSTAB,CHEBYSHEV,error,0.475167,,
12,adder_dcop_48.mtx,BICGSTAB,NONE,error,1.93455,,
12,adder_dcop_48.mtx,MINRES,ILUT,unconverged,0.958967,10000,0.11357
12,adder_dcop_48.mtx,MINRES,RILUK,unconverged,0.956249,10000,0.11357
12,adder_dcop_48.mtx,MINRES,RELAXATION,unconverged,0.954084,10000,0.11357
12,adder_dcop_48.mtx,MINRES,CHEBYSHEV,unconverged,0.955688,10000,0.11357
12,adder_dcop_48.mtx,MINRES,NONE,unconverged,0.955662,10000,0.11357
12,adder_dcop_48.mtx,PSEUDOBLOCK_CG,ILUT,error,0.00218987,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_CG,RILUK,error,0.000821114,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.000512838,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.00170779,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_CG,NONE,error,0.000873089,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.012974,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.000910044,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.00052619,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.00329399,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.00431991,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.00302696,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.00128794,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.000967979,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.03701,10000,141.376
12,adder_dcop_48.mtx,PSEUDOBLOCK_TFQMR,NONE,error,0.164148,,
12,adder_dcop_48.mtx,TFQMR,ILUT,error,0.0030179,,
12,adder_dcop_48.mtx,TFQMR,RILUK,error,0.00110292,,
12,adder_dcop_48.mtx,TFQMR,RELAXATION,error,0.000893116,,
12,adder_dcop_48.mtx,TFQMR,CHEBYSHEV,unconverged,2.32625,10000,141.327
12,adder_dcop_48.mtx,TFQMR,NONE,error,0.0823932,,
12,adder_dcop_48.mtx,LSQR,ILUT,unconverged,1.97554,10000,
12,adder_dcop_48.mtx,LSQR,RILUK,unconverged,1.88699,10000,
12,adder_dcop_48.mtx,LSQR,RELAXATION,unconverged,1.47485,10000,
12,adder_dcop_48.mtx,LSQR,CHEBYSHEV,converged,0.00224781,2,
12,adder_dcop_48.mtx,LSQR,NONE,converged,0.193839,868,
12,adder_dcop_48.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.0766499,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.0137811,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.0126011,,
12,adder_dcop_48.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.0168011,2,0
12,adder_dcop_48.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.40283,6300,0.215949
12,adder_dcop_49.mtx,FIXED_POINT,ILUT,error,0.00282502,,
12,adder_dcop_49.mtx,FIXED_POINT,RILUK,error,0.00166678,,
12,adder_dcop_49.mtx,FIXED_POINT,RELAXATION,error,0.000487804,,
12,adder_dcop_49.mtx,FIXED_POINT,CHEBYSHEV,error,0.037828,,
12,adder_dcop_49.mtx,FIXED_POINT,NONE,error,0.0876842,,
12,adder_dcop_49.mtx,BICGSTAB,ILUT,error,0.00306487,,
12,adder_dcop_49.mtx,BICGSTAB,RILUK,error,0.00121808,,
12,adder_dcop_49.mtx,BICGSTAB,RELAXATION,error,0.000836849,,
12,adder_dcop_49.mtx,BICGSTAB,CHEBYSHEV,error,0.199065,,
12,adder_dcop_49.mtx,BICGSTAB,NONE,error,1.35793,,
12,adder_dcop_49.mtx,MINRES,ILUT,unconverged,0.993116,10000,0.126305
12,adder_dcop_49.mtx,MINRES,RILUK,unconverged,0.97331,10000,0.126305
12,adder_dcop_49.mtx,MINRES,RELAXATION,unconverged,0.975521,10000,0.126305
12,adder_dcop_49.mtx,MINRES,CHEBYSHEV,unconverged,0.979149,10000,0.126305
12,adder_dcop_49.mtx,MINRES,NONE,unconverged,0.97157,10000,0.126305
12,adder_dcop_49.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0125861,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_CG,RILUK,error,0.000931025,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.0117829,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0129049,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_CG,NONE,error,0.000941038,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.0128901,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.0129352,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.000537872,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.0152891,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.0105681,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0130229,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.013047,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.000957966,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.09276,10000,141.376
12,adder_dcop_49.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.60349,10000,140.328
12,adder_dcop_49.mtx,TFQMR,ILUT,error,0.00239205,,
12,adder_dcop_49.mtx,TFQMR,RILUK,error,0.00109601,,
12,adder_dcop_49.mtx,TFQMR,RELAXATION,error,0.000771046,,
12,adder_dcop_49.mtx,TFQMR,CHEBYSHEV,error,0.00293207,,
12,adder_dcop_49.mtx,TFQMR,NONE,unconverged,1.83381,10000,140.328
12,adder_dcop_49.mtx,LSQR,ILUT,unconverged,1.87295,10000,
12,adder_dcop_49.mtx,LSQR,RILUK,unconverged,1.89248,10000,
12,adder_dcop_49.mtx,LSQR,RELAXATION,unconverged,1.49663,10000,
12,adder_dcop_49.mtx,LSQR,CHEBYSHEV,converged,0.00239396,2,
12,adder_dcop_49.mtx,LSQR,NONE,converged,0.203733,893,
12,adder_dcop_49.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.00642204,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.00107312,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.000739098,,
12,adder_dcop_49.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.00541902,2,0
12,adder_dcop_49.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.41963,6300,0.232276
12,adder_dcop_50.mtx,FIXED_POINT,ILUT,error,0.00813484,,
12,adder_dcop_50.mtx,FIXED_POINT,RILUK,error,0.000864983,,
12,adder_dcop_50.mtx,FIXED_POINT,RELAXATION,error,0.000491858,,
12,adder_dcop_50.mtx,FIXED_POINT,CHEBYSHEV,error,0.192969,,
12,adder_dcop_50.mtx,FIXED_POINT,NONE,error,0.087678,,
12,adder_dcop_50.mtx,BICGSTAB,ILUT,error,0.00190282,,
12,adder_dcop_50.mtx,BICGSTAB,RILUK,error,0.00117612,,
12,adder_dcop_50.mtx,BICGSTAB,RELAXATION,error,0.000837088,,
12,adder_dcop_50.mtx,BICGSTAB,CHEBYSHEV,error,0.327982,,
12,adder_dcop_50.mtx,BICGSTAB,NONE,error,2.54226,,
12,adder_dcop_50.mtx,MINRES,ILUT,unconverged,0.96768,10000,0.126067
12,adder_dcop_50.mtx,MINRES,RILUK,unconverged,0.964324,10000,0.126067
12,adder_dcop_50.mtx,MINRES,RELAXATION,unconverged,0.978728,10000,0.126067
12,adder_dcop_50.mtx,MINRES,CHEBYSHEV,unconverged,0.968247,10000,0.126067
12,adder_dcop_50.mtx,MINRES,NONE,unconverged,0.979891,10000,0.126067
12,adder_dcop_50.mtx,PSEUDOBLOCK_CG,ILUT,error,0.0332372,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_CG,RILUK,error,0.000939846,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_CG,RELAXATION,error,0.0115931,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_CG,CHEBYSHEV,error,0.0130589,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_CG,NONE,error,0.000905991,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_STOCHASTIC_CG,ILUT,error,0.016217,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RILUK,error,0.000884056,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_STOCHASTIC_CG,RELAXATION,error,0.000537157,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_STOCHASTIC_CG,CHEBYSHEV,error,0.0153461,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_STOCHASTIC_CG,NONE,error,0.000838041,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_TFQMR,ILUT,error,0.0131309,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_TFQMR,RILUK,error,0.00125408,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_TFQMR,RELAXATION,error,0.000907898,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_TFQMR,CHEBYSHEV,unconverged,4.00638,10000,141.376
12,adder_dcop_50.mtx,PSEUDOBLOCK_TFQMR,NONE,unconverged,3.54209,10000,140.332
12,adder_dcop_50.mtx,TFQMR,ILUT,error,0.00223398,,
12,adder_dcop_50.mtx,TFQMR,RILUK,error,0.00108099,,
12,adder_dcop_50.mtx,TFQMR,RELAXATION,error,0.000756025,,
12,adder_dcop_50.mtx,TFQMR,CHEBYSHEV,error,0.00285697,,
12,adder_dcop_50.mtx,TFQMR,NONE,unconverged,1.82103,10000,140.332
12,adder_dcop_50.mtx,LSQR,ILUT,unconverged,1.82996,10000,
12,adder_dcop_50.mtx,LSQR,RILUK,unconverged,1.85095,10000,
12,adder_dcop_50.mtx,LSQR,RELAXATION,unconverged,1.4699,10000,
12,adder_dcop_50.mtx,LSQR,CHEBYSHEV,converged,0.00227189,2,
12,adder_dcop_50.mtx,LSQR,NONE,converged,0.150121,658,
12,adder_dcop_50.mtx,PSEUDOBLOCK_GMRES,ILUT,error,0.110133,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_GMRES,RILUK,error,0.00103688,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_GMRES,RELAXATION,error,0.000722885,,
12,adder_dcop_50.mtx,PSEUDOBLOCK_GMRES,CHEBYSHEV,unconverged,0.022893,2,0
12,adder_dcop_50.mtx,PSEUDOBLOCK_GMRES,NONE,unconverged,2.39655,6300,0.204987
12,adder_dcop_51.mtx,FIXED_POINT,ILUT,error,0.00277686,,
12,adder_dcop_51.mtx,FIXED_POINT,RILUK,error,0.039526,,
12,adder_dcop_51.mtx,FIXED_POINT,RELAXATION,error,0.000797987,,
12,adder_dcop_51.mtx,FIXED_POINT,CHEBYSHEV,error,0.019191,,
12,adder_dcop_51.mtx,FIXED_POINT,NONE,error,0.087497,,
12,adder_dcop_51.mtx,BICGSTAB,ILUT,error,0.00257897,,
12,adder_dcop_51.mtx,BICGSTAB,RILUK,error,0.00119495,,
12,adder_dcop_51.mtx,BICGSTAB,RELAXATION,error,0.000836849,,
12,adder_dcop_51.mtx,BICGSTAB,CHEBYSHEV,error,1.2675,,
12,adder_dcop_51.mtx,BICGSTAB,NONE,unconverged,3.36278,10000,6.29E+35
12,adder_dcop_51.mtx,MINRES,ILUT,unconverged,0.969055,10000,0.160514
12,adder_dcop_51.mtx,MINRES,RILUK,unconverged,0.966097,10000,0.160514
12,adder_dcop_51.mtx,MINRES,RELAXATION,unconverged,0.966985,10000,0.160514
12,adder_dcop_51.mtx,MINRES,CHEBYSHEV,unconverged,0.971423,10000,0.160514
12,adder_dcop_51.mtx,MINRES,NONE,unconverged,0.970649,10000,0.160514
12,adder_dcop_51.mtx,PSEUDOBLOCK_CG,ILUT,error,0.00211596,,
