training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	1	3	12	GradientBoosting	RandomOverSampler	0	0.848	3.923
3	1	3	12	GradientBoosting	RandomOverSampler	1	0.851	3.972
3	1	3	12	GradientBoosting	RandomOverSampler	2	0.862	3.992
3	1	3	12	GradientBoosting	RandomOverSampler	avg	0.854
3	1	3	12	GradientBoosting	SMOTE	0	0.844	4.762
3	1	3	12	GradientBoosting	SMOTE	1	0.836	4.71
3	1	3	12	GradientBoosting	SMOTE	2	0.864	4.723
3	1	3	12	GradientBoosting	SMOTE	avg	0.848
3	1	3	12	GradientBoosting	DummySampler	0	0.855	1.643
3	1	3	12	GradientBoosting	DummySampler	1	0.845	1.673
3	1	3	12	GradientBoosting	DummySampler	2	0.876	1.656
3	1	3	12	GradientBoosting	DummySampler	avg	0.859
3	1	3	12	GradientBoosting	SMOTEENN	0	0.851	4.918
3	1	3	12	GradientBoosting	SMOTEENN	1	0.85	4.9
3	1	3	12	GradientBoosting	SMOTEENN	2	0.865	4.899
3	1	3	12	GradientBoosting	SMOTEENN	avg	0.855
3	1	3	12	GradientBoosting	SMOTETomek	0	0.836	5.479
3	1	3	12	GradientBoosting	SMOTETomek	1	0.831	5.596
3	1	3	12	GradientBoosting	SMOTETomek	2	0.861	5.678
3	1	3	12	GradientBoosting	SMOTETomek	avg	0.843
3	1	3	12	GradientBoosting	ADASYN	0	0.838	12.743
3	1	3	12	GradientBoosting	ADASYN	1	0.838	12.761
3	1	3	12	GradientBoosting	ADASYN	2	0.852	12.752
3	1	3	12	GradientBoosting	ADASYN	avg	0.843
3	1	3	12	RandomForest	RandomOverSampler	0	0.851	0.304
3	1	3	12	RandomForest	RandomOverSampler	1	0.836	0.305
3	1	3	12	RandomForest	RandomOverSampler	2	0.843	0.306
3	1	3	12	RandomForest	RandomOverSampler	avg	0.843
3	1	3	12	RandomForest	SMOTE	0	0.814	0.58
3	1	3	12	RandomForest	SMOTE	1	0.812	0.584
3	1	3	12	RandomForest	SMOTE	2	0.817	0.62
3	1	3	12	RandomForest	SMOTE	avg	0.815
3	1	3	12	RandomForest	DummySampler	0	0.839	0.151
3	1	3	12	RandomForest	DummySampler	1	0.842	0.173
3	1	3	12	RandomForest	DummySampler	2	0.838	0.171
3	1	3	12	RandomForest	DummySampler	avg	0.84
3	1	3	12	RandomForest	SMOTEENN	0	0.828	1.022
3	1	3	12	RandomForest	SMOTEENN	1	0.833	1.006
3	1	3	12	RandomForest	SMOTEENN	2	0.828	1.042
3	1	3	12	RandomForest	SMOTEENN	avg	0.83
3	1	3	12	RandomForest	SMOTETomek	0	0.822	1.364
3	1	3	12	RandomForest	SMOTETomek	1	0.817	1.334
