training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	1	3	12	RandomForest	SMOTETomek	2	0.83	1.392
3	1	3	12	RandomForest	SMOTETomek	avg	0.823
3	1	3	12	RandomForest	ADASYN	0	0.845	9.481
3	1	3	12	RandomForest	ADASYN	1	0.841	9.313
3	1	3	12	RandomForest	ADASYN	2	0.85	9.354
3	1	3	12	RandomForest	ADASYN	avg	0.845
3	1	3	12	GaussianNB	RandomOverSampler	0	0.503	0.028
3	1	3	12	GaussianNB	RandomOverSampler	1	0.503	0.033
3	1	3	12	GaussianNB	RandomOverSampler	2	0.497	0.032
3	1	3	12	GaussianNB	RandomOverSampler	avg	0.501
3	1	3	12	GaussianNB	SMOTE	0	0.51	0.121
3	1	3	12	GaussianNB	SMOTE	1	0.497	0.125
3	1	3	12	GaussianNB	SMOTE	2	0.498	0.124
3	1	3	12	GaussianNB	SMOTE	avg	0.502
3	1	3	12	GaussianNB	DummySampler	0	0.501	0.009
3	1	3	12	GaussianNB	DummySampler	1	0.504	0.009
3	1	3	12	GaussianNB	DummySampler	2	0.497	0.013
3	1	3	12	GaussianNB	DummySampler	avg	0.501
3	1	3	12	GaussianNB	SMOTEENN	0	0.508	0.552
3	1	3	12	GaussianNB	SMOTEENN	1	0.496	0.584
3	1	3	12	GaussianNB	SMOTEENN	2	0.501	0.583
3	1	3	12	GaussianNB	SMOTEENN	avg	0.501
3	1	3	12	GaussianNB	SMOTETomek	0	0.51	0.848
3	1	3	12	GaussianNB	SMOTETomek	1	0.496	0.934
3	1	3	12	GaussianNB	SMOTETomek	2	0.501	0.916
3	1	3	12	GaussianNB	SMOTETomek	avg	0.502
3	1	3	12	GaussianNB	ADASYN	0	0.503	9.18
3	1	3	12	GaussianNB	ADASYN	1	0.503	9.041
3	1	3	12	GaussianNB	ADASYN	2	0.497	9.153
3	1	3	12	GaussianNB	ADASYN	avg	0.501
3	1	3	12	DecisionTree	RandomOverSampler	0	0.795	0.158
3	1	3	12	DecisionTree	RandomOverSampler	1	0.796	0.159
3	1	3	12	DecisionTree	RandomOverSampler	2	0.816	0.158
3	1	3	12	DecisionTree	RandomOverSampler	avg	0.802
3	1	3	12	DecisionTree	SMOTE	0	0.783	0.347
3	1	3	12	DecisionTree	SMOTE	1	0.784	0.346
3	1	3	12	DecisionTree	SMOTE	2	0.796	0.393
3	1	3	12	DecisionTree	SMOTE	avg	0.788
3	1	3	12	DecisionTree	DummySampler	0	0.795	0.065
3	1	3	12	DecisionTree	DummySampler	1	0.801	0.072
3	1	3	12	DecisionTree	DummySampler	2	0.792	0.069
3	1	3	12	DecisionTree	DummySampler	avg	0.796
3	1	3	12	DecisionTree	SMOTEENN	0	0.796	0.77
3	1	3	12	DecisionTree	SMOTEENN	1	0.804	0.836
3	1	3	12	DecisionTree	SMOTEENN	2	0.801	0.836
3	1	3	12	DecisionTree	SMOTEENN	avg	0.8
3	1	3	12	DecisionTree	SMOTETomek	0	0.785	1.163
3	1	3	12	DecisionTree	SMOTETomek	1	0.779	1.09
3	1	3	12	DecisionTree	SMOTETomek	2	0.793	1.128
3	1	3	12	DecisionTree	SMOTETomek	avg	0.785
3	1	3	12	DecisionTree	ADASYN	0	0.799	9.238
3	1	3	12	DecisionTree	ADASYN	1	0.793	9.264
3	1	3	12	DecisionTree	ADASYN	2	0.794	9.555
3	1	3	12	DecisionTree	ADASYN	avg	0.795
3	1	3	12	LogisticRegression	RandomOverSampler	0	0.504	0.048
3	1	3	12	LogisticRegression	RandomOverSampler	1	0.502	0.056
3	1	3	12	LogisticRegression	RandomOverSampler	2	0.493	0.053
3	1	3	12	LogisticRegression	RandomOverSampler	avg	0.5
3	1	3	12	LogisticRegression	SMOTE	0	0.504	0.142
3	1	3	12	LogisticRegression	SMOTE	1	0.502	0.152
3	1	3	12	LogisticRegression	SMOTE	2	0.493	0.15
3	1	3	12	LogisticRegression	SMOTE	avg	0.5
3	1	3	12	LogisticRegression	DummySampler	0	0.502	0.041
3	1	3	12	LogisticRegression	DummySampler	1	0.503	0.044
3	1	3	12	LogisticRegression	DummySampler	2	0.495	0.044
3	1	3	12	LogisticRegression	DummySampler	avg	0.5
3	1	3	12	LogisticRegression	SMOTEENN	0	0.504	0.605
3	1	3	12	LogisticRegression	SMOTEENN	1	0.502	0.599
3	1	3	12	LogisticRegression	SMOTEENN	2	0.493	0.626
3	1	3	12	LogisticRegression	SMOTEENN	avg	0.5
3	1	3	12	LogisticRegression	SMOTETomek	0	0.504	0.893
3	1	3	12	LogisticRegression	SMOTETomek	1	0.502	0.922
3	1	3	12	LogisticRegression	SMOTETomek	2	0.493	0.911
3	1	3	12	LogisticRegression	SMOTETomek	avg	0.5
3	1	3	12	LogisticRegression	ADASYN	0	0.502	9.184
3	1	3	12	LogisticRegression	ADASYN	1	0.502	9.027
3	1	3	12	LogisticRegression	ADASYN	2	0.493	9.119
3	1	3	12	LogisticRegression	ADASYN	avg	0.499
3	1	3	12	MLP	RandomOverSampler	0	0.479	1.13
3	1	3	12	MLP	RandomOverSampler	1	0.516	0.575
3	1	3	12	MLP	RandomOverSampler	2	0.495	1.015
3	1	3	12	MLP	RandomOverSampler	avg	0.497
3	1	3	12	MLP	SMOTE	0	0.51	1.668
3	1	3	12	MLP	SMOTE	1	0.517	0.782
3	1	3	12	MLP	SMOTE	2	0.538	0.666
3	1	3	12	MLP	SMOTE	avg	0.521
3	1	3	12	MLP	DummySampler	0	0.496	0.296
3	1	3	12	MLP	DummySampler	1	0.466	0.304
3	1	3	12	MLP	DummySampler	2	0.492	0.306
3	1	3	12	MLP	DummySampler	avg	0.485
3	1	3	12	MLP	SMOTEENN	0	0.521	1.278
3	1	3	12	MLP	SMOTEENN	1	0.489	1.068
3	1	3	12	MLP	SMOTEENN	2	0.497	1.296
3	1	3	12	MLP	SMOTEENN	avg	0.502
3	1	3	12	MLP	SMOTETomek	0	0.486	1.431
3	1	3	12	MLP	SMOTETomek	1	0.524	1.523
3	1	3	12	MLP	SMOTETomek	2	0.491	1.8
3	1	3	12	MLP	SMOTETomek	avg	0.5
3	1	3	12	MLP	ADASYN	0	0.476	9.83
3	1	3	12	MLP	ADASYN	1	0.505	9.397
3	1	3	12	MLP	ADASYN	2	0.521	9.735
3	1	3	12	MLP	ADASYN	avg	0.501
3	1	3	12	AdaBoost	RandomOverSampler	0	0.803	1.395
3	1	3	12	AdaBoost	RandomOverSampler	1	0.791	1.377
3	1	3	12	AdaBoost	RandomOverSampler	2	0.803	1.396
3	1	3	12	AdaBoost	RandomOverSampler	avg	0.799
3	1	3	12	AdaBoost	SMOTE	0	0.756	2.263
3	1	3	12	AdaBoost	SMOTE	1	0.785	2.229
3	1	3	12	AdaBoost	SMOTE	2	0.781	2.229
3	1	3	12	AdaBoost	SMOTE	avg	0.774
3	1	3	12	AdaBoost	DummySampler	0	0.798	0.696
3	1	3	12	AdaBoost	DummySampler	1	0.791	0.701
3	1	3	12	AdaBoost	DummySampler	2	0.811	0.697
3	1	3	12	AdaBoost	DummySampler	avg	0.8
3	1	3	12	AdaBoost	SMOTEENN	0	0.763	2.537
3	1	3	12	AdaBoost	SMOTEENN	1	0.785	2.556
3	1	3	12	AdaBoost	SMOTEENN	2	0.801	2.514
3	1	3	12	AdaBoost	SMOTEENN	avg	0.783
3	1	3	12	AdaBoost	SMOTETomek	0	0.759	2.935
3	1	3	12	AdaBoost	SMOTETomek	1	0.769	2.94
3	1	3	12	AdaBoost	SMOTETomek	2	0.787	2.997
3	1	3	12	AdaBoost	SMOTETomek	avg	0.772
3	1	3	12	AdaBoost	ADASYN	0	0.795	10.568
3	1	3	12	AdaBoost	ADASYN	1	0.782	10.396
3	1	3	12	AdaBoost	ADASYN	2	0.797	10.505
3	1	3	12	AdaBoost	ADASYN	avg	0.792
3	1	3	12	KNN	RandomOverSampler	0	0.74	0.145
3	1	3	12	KNN	RandomOverSampler	1	0.744	0.16
3	1	3	12	KNN	RandomOverSampler	2	0.757	0.16
3	1	3	12	KNN	RandomOverSampler	avg	0.747
3	1	3	12	KNN	SMOTE	0	0.703	0.238
3	1	3	12	KNN	SMOTE	1	0.708	0.251
3	1	3	12	KNN	SMOTE	2	0.731	0.251
3	1	3	12	KNN	SMOTE	avg	0.714
3	1	3	12	KNN	DummySampler	0	0.73	0.085
3	1	3	12	KNN	DummySampler	1	0.74	0.09
3	1	3	12	KNN	DummySampler	2	0.747	0.095
3	1	3	12	KNN	DummySampler	avg	0.739
3	1	3	12	KNN	SMOTEENN	0	0.71	0.679
3	1	3	12	KNN	SMOTEENN	1	0.722	0.672
3	1	3	12	KNN	SMOTEENN	2	0.742	0.72
3	1	3	12	KNN	SMOTEENN	avg	0.725
3	1	3	12	KNN	SMOTETomek	0	0.701	0.999
3	1	3	12	KNN	SMOTETomek	1	0.707	1.018
3	1	3	12	KNN	SMOTETomek	2	0.737	1.105
3	1	3	12	KNN	SMOTETomek	avg	0.715
3	1	3	12	KNN	ADASYN	0	0.735	9.216
3	1	3	12	KNN	ADASYN	1	0.74	9.072
3	1	3	12	KNN	ADASYN	2	0.747	9.146
3	1	3	12	KNN	ADASYN	avg	0.741
3	1	3	12	GradientBoosting	DummySampler	best_avg	0.859
