training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	1	3	24	DecisionTree	SMOTEENN	2	0.791	0.795
3	1	3	24	DecisionTree	SMOTEENN	avg	0.758
3	1	3	24	DecisionTree	SMOTETomek	0	0.738	1.101
3	1	3	24	DecisionTree	SMOTETomek	1	0.801	1.137
3	1	3	24	DecisionTree	SMOTETomek	2	0.791	1.096
3	1	3	24	DecisionTree	SMOTETomek	avg	0.776
3	1	3	24	DecisionTree	ADASYN	0	0.755	9.195
3	1	3	24	DecisionTree	ADASYN	1	0.778	9.01
3	1	3	24	DecisionTree	ADASYN	2	0.772	8.897
3	1	3	24	DecisionTree	ADASYN	avg	0.768
3	1	3	24	LogisticRegression	RandomOverSampler	0	0.502	0.048
3	1	3	24	LogisticRegression	RandomOverSampler	1	0.503	0.058
3	1	3	24	LogisticRegression	RandomOverSampler	2	0.493	0.054
3	1	3	24	LogisticRegression	RandomOverSampler	avg	0.499
3	1	3	24	LogisticRegression	SMOTE	0	0.502	0.142
3	1	3	24	LogisticRegression	SMOTE	1	0.503	0.158
3	1	3	24	LogisticRegression	SMOTE	2	0.493	0.158
3	1	3	24	LogisticRegression	SMOTE	avg	0.499
3	1	3	24	LogisticRegression	DummySampler	0	0.503	0.04
3	1	3	24	LogisticRegression	DummySampler	1	0.501	0.047
3	1	3	24	LogisticRegression	DummySampler	2	0.494	0.048
3	1	3	24	LogisticRegression	DummySampler	avg	0.499
3	1	3	24	LogisticRegression	SMOTEENN	0	0.502	0.58
3	1	3	24	LogisticRegression	SMOTEENN	1	0.502	0.602
3	1	3	24	LogisticRegression	SMOTEENN	2	0.493	0.625
3	1	3	24	LogisticRegression	SMOTEENN	avg	0.499
3	1	3	24	LogisticRegression	SMOTETomek	0	0.502	0.895
3	1	3	24	LogisticRegression	SMOTETomek	1	0.503	0.979
3	1	3	24	LogisticRegression	SMOTETomek	2	0.493	0.986
3	1	3	24	LogisticRegression	SMOTETomek	avg	0.499
3	1	3	24	LogisticRegression	ADASYN	0	0.501	9.006
3	1	3	24	LogisticRegression	ADASYN	1	0.502	8.923
3	1	3	24	LogisticRegression	ADASYN	2	0.494	8.774
3	1	3	24	LogisticRegression	ADASYN	avg	0.499
3	1	3	24	MLP	RandomOverSampler	0	0.519	1.013
3	1	3	24	MLP	RandomOverSampler	1	0.546	0.702
3	1	3	24	MLP	RandomOverSampler	2	0.551	0.815
3	1	3	24	MLP	RandomOverSampler	avg	0.539
3	1	3	24	MLP	SMOTE	0	0.537	0.674
3	1	3	24	MLP	SMOTE	1	0.564	1.003
3	1	3	24	MLP	SMOTE	2	0.542	0.685
3	1	3	24	MLP	SMOTE	avg	0.547
3	1	3	24	MLP	DummySampler	0	0.499	0.353
3	1	3	24	MLP	DummySampler	1	0.477	0.55
3	1	3	24	MLP	DummySampler	2	0.482	0.431
3	1	3	24	MLP	DummySampler	avg	0.486
3	1	3	24	MLP	SMOTEENN	0	0.557	1.687
3	1	3	24	MLP	SMOTEENN	1	0.591	1.113
3	1	3	24	MLP	SMOTEENN	2	0.553	1.627
3	1	3	24	MLP	SMOTEENN	avg	0.567
3	1	3	24	MLP	SMOTETomek	0	0.5	1.731
3	1	3	24	MLP	SMOTETomek	1	0.578	1.627
3	1	3	24	MLP	SMOTETomek	2	0.534	1.791
3	1	3	24	MLP	SMOTETomek	avg	0.538
3	1	3	24	MLP	ADASYN	0	0.532	9.843
3	1	3	24	MLP	ADASYN	1	0.56	10.044
3	1	3	24	MLP	ADASYN	2	0.491	9.435
3	1	3	24	MLP	ADASYN	avg	0.528
3	1	3	24	AdaBoost	RandomOverSampler	0	0.772	1.364
3	1	3	24	AdaBoost	RandomOverSampler	1	0.796	1.384
3	1	3	24	AdaBoost	RandomOverSampler	2	0.782	1.381
3	1	3	24	AdaBoost	RandomOverSampler	avg	0.784
3	1	3	24	AdaBoost	SMOTE	0	0.774	2.139
3	1	3	24	AdaBoost	SMOTE	1	0.781	2.131
3	1	3	24	AdaBoost	SMOTE	2	0.792	2.155
3	1	3	24	AdaBoost	SMOTE	avg	0.783
3	1	3	24	AdaBoost	DummySampler	0	0.783	0.719
3	1	3	24	AdaBoost	DummySampler	1	0.788	0.697
3	1	3	24	AdaBoost	DummySampler	2	0.797	0.757
3	1	3	24	AdaBoost	DummySampler	avg	0.789
3	1	3	24	AdaBoost	SMOTEENN	0	0.797	2.491
3	1	3	24	AdaBoost	SMOTEENN	1	0.785	2.548
3	1	3	24	AdaBoost	SMOTEENN	2	0.796	2.515
3	1	3	24	AdaBoost	SMOTEENN	avg	0.793
3	1	3	24	AdaBoost	SMOTETomek	0	0.779	2.92
3	1	3	24	AdaBoost	SMOTETomek	1	0.765	2.959
3	1	3	24	AdaBoost	SMOTETomek	2	0.798	2.997
3	1	3	24	AdaBoost	SMOTETomek	avg	0.781
3	1	3	24	AdaBoost	ADASYN	0	0.767	10.275
3	1	3	24	AdaBoost	ADASYN	1	0.766	10.205
3	1	3	24	AdaBoost	ADASYN	2	0.788	10.104
3	1	3	24	AdaBoost	ADASYN	avg	0.774
3	1	3	24	KNN	RandomOverSampler	0	0.702	0.152
3	1	3	24	KNN	RandomOverSampler	1	0.719	0.154
3	1	3	24	KNN	RandomOverSampler	2	0.73	0.155
3	1	3	24	KNN	RandomOverSampler	avg	0.717
3	1	3	24	KNN	SMOTE	0	0.693	0.243
3	1	3	24	KNN	SMOTE	1	0.712	0.251
3	1	3	24	KNN	SMOTE	2	0.674	0.253
3	1	3	24	KNN	SMOTE	avg	0.693
3	1	3	24	KNN	DummySampler	0	0.705	0.083
3	1	3	24	KNN	DummySampler	1	0.724	0.092
3	1	3	24	KNN	DummySampler	2	0.726	0.096
3	1	3	24	KNN	DummySampler	avg	0.718
3	1	3	24	KNN	SMOTEENN	0	0.702	0.706
3	1	3	24	KNN	SMOTEENN	1	0.724	0.736
3	1	3	24	KNN	SMOTEENN	2	0.687	0.729
3	1	3	24	KNN	SMOTEENN	avg	0.704
3	1	3	24	KNN	SMOTETomek	0	0.698	1.085
3	1	3	24	KNN	SMOTETomek	1	0.711	1.047
3	1	3	24	KNN	SMOTETomek	2	0.681	1.087
3	1	3	24	KNN	SMOTETomek	avg	0.697
3	1	3	24	KNN	ADASYN	0	0.707	9.106
3	1	3	24	KNN	ADASYN	1	0.71	9.184
3	1	3	24	KNN	ADASYN	2	0.715	9.08
3	1	3	24	KNN	ADASYN	avg	0.711
3	1	3	24	GradientBoosting	SMOTEENN	best_avg	0.849
