training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	24	3	1	GradientBoosting	RandomOverSampler	0	0.799	6.215
3	24	3	1	GradientBoosting	RandomOverSampler	1	0.776	6.222
3	24	3	1	GradientBoosting	RandomOverSampler	2	0.804	6.357
3	24	3	1	GradientBoosting	RandomOverSampler	avg	0.793
3	24	3	1	GradientBoosting	SMOTE	0	0.763	7.491
3	24	3	1	GradientBoosting	SMOTE	1	0.753	7.493
3	24	3	1	GradientBoosting	SMOTE	2	0.775	7.644
3	24	3	1	GradientBoosting	SMOTE	avg	0.763
3	24	3	1	GradientBoosting	DummySampler	0	0.77	2.336
3	24	3	1	GradientBoosting	DummySampler	1	0.767	2.355
3	24	3	1	GradientBoosting	DummySampler	2	0.779	2.425
3	24	3	1	GradientBoosting	DummySampler	avg	0.772
3	24	3	1	GradientBoosting	SMOTEENN	0	0.776	7.885
3	24	3	1	GradientBoosting	SMOTEENN	1	0.753	7.881
3	24	3	1	GradientBoosting	SMOTEENN	2	0.786	8.052
3	24	3	1	GradientBoosting	SMOTEENN	avg	0.772
3	24	3	1	GradientBoosting	SMOTETomek	0	0.767	8.905
3	24	3	1	GradientBoosting	SMOTETomek	1	0.756	8.786
3	24	3	1	GradientBoosting	SMOTETomek	2	0.772	8.891
3	24	3	1	GradientBoosting	SMOTETomek	avg	0.765
3	24	3	1	GradientBoosting	ADASYN	0	0.814	24.428
3	24	3	1	GradientBoosting	ADASYN	1	0.784	24.783
3	24	3	1	GradientBoosting	ADASYN	2	0.795	24.369
3	24	3	1	GradientBoosting	ADASYN	avg	0.798
3	24	3	1	RandomForest	RandomOverSampler	0	0.781	0.437
3	24	3	1	RandomForest	RandomOverSampler	1	0.772	0.453
3	24	3	1	RandomForest	RandomOverSampler	2	0.762	0.47
3	24	3	1	RandomForest	RandomOverSampler	avg	0.772
3	24	3	1	RandomForest	SMOTE	0	0.779	0.89
3	24	3	1	RandomForest	SMOTE	1	0.771	0.903
3	24	3	1	RandomForest	SMOTE	2	0.763	0.934
3	24	3	1	RandomForest	SMOTE	avg	0.771
3	24	3	1	RandomForest	DummySampler	0	0.781	0.237
3	24	3	1	RandomForest	DummySampler	1	0.78	0.24
3	24	3	1	RandomForest	DummySampler	2	0.764	0.237
3	24	3	1	RandomForest	DummySampler	avg	0.775
3	24	3	1	RandomForest	SMOTEENN	0	0.781	1.627
3	24	3	1	RandomForest	SMOTEENN	1	0.762	1.627
3	24	3	1	RandomForest	SMOTEENN	2	0.76	1.639
3	24	3	1	RandomForest	SMOTEENN	avg	0.768
3	24	3	1	RandomForest	SMOTETomek	0	0.783	2.197
3	24	3	1	RandomForest	SMOTETomek	1	0.776	2.162
3	24	3	1	RandomForest	SMOTETomek	2	0.766	2.21
3	24	3	1	RandomForest	SMOTETomek	avg	0.775
3	24	3	1	RandomForest	ADASYN	0	0.779	18.773
3	24	3	1	RandomForest	ADASYN	1	0.774	18.994
3	24	3	1	RandomForest	ADASYN	2	0.763	18.8
3	24	3	1	RandomForest	ADASYN	avg	0.772
3	24	3	1	GaussianNB	RandomOverSampler	0	0.485	0.039
3	24	3	1	GaussianNB	RandomOverSampler	1	0.494	0.04
3	24	3	1	GaussianNB	RandomOverSampler	2	0.506	0.042
3	24	3	1	GaussianNB	RandomOverSampler	avg	0.495
3	24	3	1	GaussianNB	SMOTE	0	0.488	0.177
3	24	3	1	GaussianNB	SMOTE	1	0.494	0.18
3	24	3	1	GaussianNB	SMOTE	2	0.506	0.178
3	24	3	1	GaussianNB	SMOTE	avg	0.496
3	24	3	1	GaussianNB	DummySampler	0	0.485	0.011
3	24	3	1	GaussianNB	DummySampler	1	0.496	0.011
3	24	3	1	GaussianNB	DummySampler	2	0.506	0.014
3	24	3	1	GaussianNB	DummySampler	avg	0.496
3	24	3	1	GaussianNB	SMOTEENN	0	0.486	0.88
3	24	3	1	GaussianNB	SMOTEENN	1	0.494	0.921
3	24	3	1	GaussianNB	SMOTEENN	2	0.504	0.962
3	24	3	1	GaussianNB	SMOTEENN	avg	0.495
3	24	3	1	GaussianNB	SMOTETomek	0	0.486	1.493
3	24	3	1	GaussianNB	SMOTETomek	1	0.494	1.538
3	24	3	1	GaussianNB	SMOTETomek	2	0.506	1.605
3	24	3	1	GaussianNB	SMOTETomek	avg	0.496
3	24	3	1	GaussianNB	ADASYN	0	0.486	18.535
