training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	24	3	1	GaussianNB	ADASYN	1	0.494	18.6
3	24	3	1	GaussianNB	ADASYN	2	0.507	18.278
3	24	3	1	GaussianNB	ADASYN	avg	0.496
3	24	3	1	DecisionTree	RandomOverSampler	0	0.78	0.266
3	24	3	1	DecisionTree	RandomOverSampler	1	0.762	0.258
3	24	3	1	DecisionTree	RandomOverSampler	2	0.764	0.239
3	24	3	1	DecisionTree	RandomOverSampler	avg	0.769
3	24	3	1	DecisionTree	SMOTE	0	0.775	0.646
3	24	3	1	DecisionTree	SMOTE	1	0.764	0.649
3	24	3	1	DecisionTree	SMOTE	2	0.763	0.664
3	24	3	1	DecisionTree	SMOTE	avg	0.767
3	24	3	1	DecisionTree	DummySampler	0	0.776	0.11
3	24	3	1	DecisionTree	DummySampler	1	0.763	0.109
3	24	3	1	DecisionTree	DummySampler	2	0.755	0.119
3	24	3	1	DecisionTree	DummySampler	avg	0.765
3	24	3	1	DecisionTree	SMOTEENN	0	0.768	1.519
3	24	3	1	DecisionTree	SMOTEENN	1	0.757	1.392
3	24	3	1	DecisionTree	SMOTEENN	2	0.761	1.469
3	24	3	1	DecisionTree	SMOTEENN	avg	0.762
3	24	3	1	DecisionTree	SMOTETomek	0	0.775	2.014
3	24	3	1	DecisionTree	SMOTETomek	1	0.763	1.968
3	24	3	1	DecisionTree	SMOTETomek	2	0.762	2.012
3	24	3	1	DecisionTree	SMOTETomek	avg	0.767
3	24	3	1	DecisionTree	ADASYN	0	0.777	18.446
3	24	3	1	DecisionTree	ADASYN	1	0.765	18.612
3	24	3	1	DecisionTree	ADASYN	2	0.764	18.511
3	24	3	1	DecisionTree	ADASYN	avg	0.769
3	24	3	1	LogisticRegression	RandomOverSampler	0	0.488	0.076
3	24	3	1	LogisticRegression	RandomOverSampler	1	0.498	0.072
3	24	3	1	LogisticRegression	RandomOverSampler	2	0.5	0.071
3	24	3	1	LogisticRegression	RandomOverSampler	avg	0.495
3	24	3	1	LogisticRegression	SMOTE	0	0.488	0.212
3	24	3	1	LogisticRegression	SMOTE	1	0.498	0.215
3	24	3	1	LogisticRegression	SMOTE	2	0.5	0.203
3	24	3	1	LogisticRegression	SMOTE	avg	0.495
3	24	3	1	LogisticRegression	DummySampler	0	0.512	0.031
3	24	3	1	LogisticRegression	DummySampler	1	0.502	0.037
3	24	3	1	LogisticRegression	DummySampler	2	0.5	0.035
3	24	3	1	LogisticRegression	DummySampler	avg	0.505
3	24	3	1	LogisticRegression	SMOTEENN	0	0.488	0.927
3	24	3	1	LogisticRegression	SMOTEENN	1	0.498	0.952
3	24	3	1	LogisticRegression	SMOTEENN	2	0.5	0.97
3	24	3	1	LogisticRegression	SMOTEENN	avg	0.495
3	24	3	1	LogisticRegression	SMOTETomek	0	0.488	1.563
3	24	3	1	LogisticRegression	SMOTETomek	1	0.498	1.518
3	24	3	1	LogisticRegression	SMOTETomek	2	0.5	1.601
3	24	3	1	LogisticRegression	SMOTETomek	avg	0.495
3	24	3	1	LogisticRegression	ADASYN	0	0.488	18.366
3	24	3	1	LogisticRegression	ADASYN	1	0.498	18.584
3	24	3	1	LogisticRegression	ADASYN	2	0.5	18.241
3	24	3	1	LogisticRegression	ADASYN	avg	0.495
3	24	3	1	MLP	RandomOverSampler	0	0.519	1.058
3	24	3	1	MLP	RandomOverSampler	1	0.541	0.696
3	24	3	1	MLP	RandomOverSampler	2	0.522	1.309
3	24	3	1	MLP	RandomOverSampler	avg	0.527
3	24	3	1	MLP	SMOTE	0	0.492	0.974
3	24	3	1	MLP	SMOTE	1	0.551	0.983
3	24	3	1	MLP	SMOTE	2	0.487	0.972
3	24	3	1	MLP	SMOTE	avg	0.51
3	24	3	1	MLP	DummySampler	0	0.494	0.837
3	24	3	1	MLP	DummySampler	1	0.457	0.686
3	24	3	1	MLP	DummySampler	2	0.497	0.446
3	24	3	1	MLP	DummySampler	avg	0.483
3	24	3	1	MLP	SMOTEENN	0	0.56	2.013
3	24	3	1	MLP	SMOTEENN	1	0.471	1.977
3	24	3	1	MLP	SMOTEENN	2	0.491	1.591
3	24	3	1	MLP	SMOTEENN	avg	0.508
3	24	3	1	MLP	SMOTETomek	0	0.541	2.331
3	24	3	1	MLP	SMOTETomek	1	0.459	2.473
3	24	3	1	MLP	SMOTETomek	2	0.487	2.215
3	24	3	1	MLP	SMOTETomek	avg	0.496
3	24	3	1	MLP	ADASYN	0	0.554	19.197
3	24	3	1	MLP	ADASYN	1	0.513	19.416
3	24	3	1	MLP	ADASYN	2	0.476	19.554
3	24	3	1	MLP	ADASYN	avg	0.514
3	24	3	1	AdaBoost	RandomOverSampler	0	0.74	2.553
3	24	3	1	AdaBoost	RandomOverSampler	1	0.736	2.162
3	24	3	1	AdaBoost	RandomOverSampler	2	0.737	2.144
3	24	3	1	AdaBoost	RandomOverSampler	avg	0.738
3	24	3	1	AdaBoost	SMOTE	0	0.691	3.4
3	24	3	1	AdaBoost	SMOTE	1	0.695	3.415
3	24	3	1	AdaBoost	SMOTE	2	0.706	3.404
3	24	3	1	AdaBoost	SMOTE	avg	0.697
3	24	3	1	AdaBoost	DummySampler	0	0.748	1.032
3	24	3	1	AdaBoost	DummySampler	1	0.737	1.031
3	24	3	1	AdaBoost	DummySampler	2	0.736	1.048
3	24	3	1	AdaBoost	DummySampler	avg	0.74
3	24	3	1	AdaBoost	SMOTEENN	0	0.699	4.013
3	24	3	1	AdaBoost	SMOTEENN	1	0.689	4.016
3	24	3	1	AdaBoost	SMOTEENN	2	0.716	4.049
3	24	3	1	AdaBoost	SMOTEENN	avg	0.702
3	24	3	1	AdaBoost	SMOTETomek	0	0.692	4.764
3	24	3	1	AdaBoost	SMOTETomek	1	0.69	4.678
3	24	3	1	AdaBoost	SMOTETomek	2	0.711	4.766
3	24	3	1	AdaBoost	SMOTETomek	avg	0.698
3	24	3	1	AdaBoost	ADASYN	0	0.772	20.623
3	24	3	1	AdaBoost	ADASYN	1	0.752	21.202
3	24	3	1	AdaBoost	ADASYN	2	0.757	20.626
3	24	3	1	AdaBoost	ADASYN	avg	0.76
3	24	3	1	KNN	RandomOverSampler	0	0.773	0.187
3	24	3	1	KNN	RandomOverSampler	1	0.733	0.195
3	24	3	1	KNN	RandomOverSampler	2	0.759	0.195
3	24	3	1	KNN	RandomOverSampler	avg	0.755
3	24	3	1	KNN	SMOTE	0	0.776	0.325
3	24	3	1	KNN	SMOTE	1	0.758	0.332
3	24	3	1	KNN	SMOTE	2	0.766	0.34
3	24	3	1	KNN	SMOTE	avg	0.767
3	24	3	1	KNN	DummySampler	0	0.762	0.078
3	24	3	1	KNN	DummySampler	1	0.735	0.088
3	24	3	1	KNN	DummySampler	2	0.761	0.09
3	24	3	1	KNN	DummySampler	avg	0.753
3	24	3	1	KNN	SMOTEENN	0	0.77	1.042
3	24	3	1	KNN	SMOTEENN	1	0.746	1.058
3	24	3	1	KNN	SMOTEENN	2	0.758	1.094
3	24	3	1	KNN	SMOTEENN	avg	0.758
3	24	3	1	KNN	SMOTETomek	0	0.769	1.646
3	24	3	1	KNN	SMOTETomek	1	0.758	1.604
3	24	3	1	KNN	SMOTETomek	2	0.767	1.656
3	24	3	1	KNN	SMOTETomek	avg	0.765
3	24	3	1	KNN	ADASYN	0	0.781	18.319
3	24	3	1	KNN	ADASYN	1	0.755	18.53
3	24	3	1	KNN	ADASYN	2	0.759	18.109
3	24	3	1	KNN	ADASYN	avg	0.765
3	24	3	1	GradientBoosting	ADASYN	best_avg	0.798
