,np,matrix,matrix_id,solver_id,prec_id,status_id,new_time,good_or_bad
83,2,sherman1.mtx,-1946102749737017214,7,3,1,0.7264689999999999,-1
84,2,sherman1.mtx,-1946102749737017214,7,4,1,1.09592,-1
85,2,sherman1.mtx,-1946102749737017214,8,0,1,0.0159471,-1
86,2,sherman1.mtx,-1946102749737017214,8,1,1,0.015451900000000001,-1
87,2,sherman1.mtx,-1946102749737017214,8,2,1,0.08475210000000001,-1
88,2,sherman1.mtx,-1946102749737017214,8,3,0,inf,-1
89,2,sherman1.mtx,-1946102749737017214,8,4,1,0.124883,-1
90,2,olm1000.mtx,2952262366608134466,0,0,-1,inf,-1
91,2,olm1000.mtx,2952262366608134466,0,1,-1,inf,-1
92,2,olm1000.mtx,2952262366608134466,0,2,-1,inf,-1
93,2,olm1000.mtx,2952262366608134466,0,3,-1,inf,-1
94,2,olm1000.mtx,2952262366608134466,0,4,-1,inf,-1
95,2,olm1000.mtx,2952262366608134466,1,0,1,0.012812899999999999,-1
