,np,matrix,matrix_id,solver_id,prec_id,status_id,new_time,good_or_bad
0,8,saylr3.mtx,5054133946684947129,0,0,0,inf,-1
1,8,saylr3.mtx,5054133946684947129,0,1,-1,inf,-1
2,8,saylr3.mtx,5054133946684947129,0,2,0,inf,-1
3,8,saylr3.mtx,5054133946684947129,0,3,-1,inf,-1
4,8,saylr3.mtx,5054133946684947129,0,4,-1,inf,-1
5,8,saylr3.mtx,5054133946684947129,1,0,-1,inf,-1
6,8,saylr3.mtx,5054133946684947129,1,1,-1,inf,-1
7,8,saylr3.mtx,5054133946684947129,1,2,-1,inf,-1
8,8,saylr3.mtx,5054133946684947129,1,3,-1,inf,-1
9,8,saylr3.mtx,5054133946684947129,1,4,-1,inf,-1
10,8,saylr3.mtx,5054133946684947129,2,0,0,inf,-1
11,8,saylr3.mtx,5054133946684947129,2,1,0,inf,-1
12,8,saylr3.mtx,5054133946684947129,2,2,0,inf,-1
13,8,saylr3.mtx,5054133946684947129,2,3,0,inf,-1
14,8,saylr3.mtx,5054133946684947129,2,4,0,inf,-1
15,8,saylr3.mtx,5054133946684947129,3,0,-1,inf,-1
16,8,saylr3.mtx,5054133946684947129,3,1,-1,inf,-1
17,8,saylr3.mtx,5054133946684947129,3,2,-1,inf,-1
18,8,saylr3.mtx,5054133946684947129,3,3,-1,inf,-1
19,8,saylr3.mtx,5054133946684947129,3,4,-1,inf,-1
20,8,saylr3.mtx,5054133946684947129,4,0,-1,inf,-1
21,8,saylr3.mtx,5054133946684947129,4,1,-1,inf,-1
22,8,saylr3.mtx,5054133946684947129,4,2,-1,inf,-1
23,8,saylr3.mtx,5054133946684947129,4,3,-1,inf,-1
24,8,saylr3.mtx,5054133946684947129,4,4,-1,inf,-1
25,8,saylr3.mtx,5054133946684947129,5,0,-1,inf,-1
26,8,saylr3.mtx,5054133946684947129,5,1,-1,inf,-1
27,8,saylr3.mtx,5054133946684947129,5,2,-1,inf,-1
28,8,saylr3.mtx,5054133946684947129,5,3,0,inf,-1
29,8,saylr3.mtx,5054133946684947129,5,4,0,inf,-1
30,8,saylr3.mtx,5054133946684947129,6,0,-1,inf,-1
31,8,saylr3.mtx,5054133946684947129,6,1,-1,inf,-1
32,8,saylr3.mtx,5054133946684947129,6,2,-1,inf,-1
33,8,saylr3.mtx,5054133946684947129,6,3,0,inf,-1
34,8,saylr3.mtx,5054133946684947129,6,4,0,inf,-1
35,8,saylr3.mtx,5054133946684947129,7,0,1,0.29493800000000003,1
36,8,saylr3.mtx,5054133946684947129,7,1,0,inf,-1
37,8,saylr3.mtx,5054133946684947129,7,2,1,0.732405,-1
38,8,saylr3.mtx,5054133946684947129,7,3,1,0.758532,-1
39,8,saylr3.mtx,5054133946684947129,7,4,0,inf,-1
40,8,saylr3.mtx,5054133946684947129,8,0,0,inf,-1
41,8,saylr3.mtx,5054133946684947129,8,1,-1,inf,-1
42,8,saylr3.mtx,5054133946684947129,8,2,0,inf,-1
43,8,saylr3.mtx,5054133946684947129,8,3,0,inf,-1
44,8,saylr3.mtx,5054133946684947129,8,4,0,inf,-1
45,8,sherman1.mtx,-1946102749737017214,0,0,1,0.0650918,-1
46,8,sherman1.mtx,-1946102749737017214,0,1,1,0.06515599999999999,-1
47,8,sherman1.mtx,-1946102749737017214,0,2,0,inf,-1
48,8,sherman1.mtx,-1946102749737017214,0,3,-1,inf,-1
49,8,sherman1.mtx,-1946102749737017214,0,4,-1,inf,-1
50,8,sherman1.mtx,-1946102749737017214,1,0,1,0.0164299,-1
51,8,sherman1.mtx,-1946102749737017214,1,1,1,0.0167608,-1
52,8,sherman1.mtx,-1946102749737017214,1,2,1,0.092629,-1
53,8,sherman1.mtx,-1946102749737017214,1,3,1,0.129224,-1
54,8,sherman1.mtx,-1946102749737017214,1,4,1,0.106734,-1
55,8,sherman1.mtx,-1946102749737017214,2,0,1,0.031162,-1
56,8,sherman1.mtx,-1946102749737017214,2,1,1,0.031029,-1
57,8,sherman1.mtx,-1946102749737017214,2,2,1,0.030592,-1
58,8,sherman1.mtx,-1946102749737017214,2,3,1,0.0313468,-1
59,8,sherman1.mtx,-1946102749737017214,2,4,1,0.0306749,-1
60,8,sherman1.mtx,-1946102749737017214,3,0,-1,inf,-1
61,8,sherman1.mtx,-1946102749737017214,3,1,-1,inf,-1
62,8,sherman1.mtx,-1946102749737017214,3,2,-1,inf,-1
63,8,sherman1.mtx,-1946102749737017214,3,3,-1,inf,-1
64,8,sherman1.mtx,-1946102749737017214,3,4,-1,inf,-1
65,8,sherman1.mtx,-1946102749737017214,4,0,-1,inf,-1
66,8,sherman1.mtx,-1946102749737017214,4,1,-1,inf,-1
67,8,sherman1.mtx,-1946102749737017214,4,2,-1,inf,-1
68,8,sherman1.mtx,-1946102749737017214,4,3,-1,inf,-1
69,8,sherman1.mtx,-1946102749737017214,4,4,-1,inf,-1
70,8,sherman1.mtx,-1946102749737017214,5,0,1,0.021943099999999997,-1
71,8,sherman1.mtx,-1946102749737017214,5,1,1,0.021936900000000002,-1
72,8,sherman1.mtx,-1946102749737017214,5,2,1,0.11774100000000001,-1
73,8,sherman1.mtx,-1946102749737017214,5,3,1,0.114821,-1
74,8,sherman1.mtx,-1946102749737017214,5,4,1,0.162391,-1
75,8,sherman1.mtx,-1946102749737017214,6,0,1,0.0120749,1
