,np,matrix,matrix_id,solver_id,prec_id,status_id,new_time,good_or_bad
0,6,saylr3.mtx,5054133946684947129,0,0,0,inf,-1
1,6,saylr3.mtx,5054133946684947129,0,1,-1,inf,-1
2,6,saylr3.mtx,5054133946684947129,0,2,0,inf,-1
3,6,saylr3.mtx,5054133946684947129,0,3,-1,inf,-1
4,6,saylr3.mtx,5054133946684947129,0,4,-1,inf,-1
5,6,saylr3.mtx,5054133946684947129,1,0,-1,inf,-1
6,6,saylr3.mtx,5054133946684947129,1,1,-1,inf,-1
7,6,saylr3.mtx,5054133946684947129,1,2,-1,inf,-1
8,6,saylr3.mtx,5054133946684947129,1,3,-1,inf,-1
9,6,saylr3.mtx,5054133946684947129,1,4,-1,inf,-1
10,6,saylr3.mtx,5054133946684947129,2,0,0,inf,-1
11,6,saylr3.mtx,5054133946684947129,2,1,0,inf,-1
12,6,saylr3.mtx,5054133946684947129,2,2,0,inf,-1
13,6,saylr3.mtx,5054133946684947129,2,3,0,inf,-1
14,6,saylr3.mtx,5054133946684947129,2,4,0,inf,-1
15,6,saylr3.mtx,5054133946684947129,3,0,-1,inf,-1
16,6,saylr3.mtx,5054133946684947129,3,1,-1,inf,-1
17,6,saylr3.mtx,5054133946684947129,3,2,-1,inf,-1
18,6,saylr3.mtx,5054133946684947129,3,3,-1,inf,-1
19,6,saylr3.mtx,5054133946684947129,3,4,-1,inf,-1
20,6,saylr3.mtx,5054133946684947129,4,0,-1,inf,-1
21,6,saylr3.mtx,5054133946684947129,4,1,-1,inf,-1
22,6,saylr3.mtx,5054133946684947129,4,2,-1,inf,-1
23,6,saylr3.mtx,5054133946684947129,4,3,-1,inf,-1
24,6,saylr3.mtx,5054133946684947129,4,4,-1,inf,-1
25,6,saylr3.mtx,5054133946684947129,5,0,-1,inf,-1
26,6,saylr3.mtx,5054133946684947129,5,1,-1,inf,-1
27,6,saylr3.mtx,5054133946684947129,5,2,-1,inf,-1
28,6,saylr3.mtx,5054133946684947129,5,3,0,inf,-1
29,6,saylr3.mtx,5054133946684947129,5,4,0,inf,-1
30,6,saylr3.mtx,5054133946684947129,6,0,-1,inf,-1
31,6,saylr3.mtx,5054133946684947129,6,1,-1,inf,-1
32,6,saylr3.mtx,5054133946684947129,6,2,-1,inf,-1
33,6,saylr3.mtx,5054133946684947129,6,3,0,inf,-1
34,6,saylr3.mtx,5054133946684947129,6,4,0,inf,-1
35,6,saylr3.mtx,5054133946684947129,7,0,1,0.283673,1
36,6,saylr3.mtx,5054133946684947129,7,1,0,inf,-1
37,6,saylr3.mtx,5054133946684947129,7,2,1,0.745843,-1
38,6,saylr3.mtx,5054133946684947129,7,3,1,0.570645,-1
39,6,saylr3.mtx,5054133946684947129,7,4,0,inf,-1
