training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	24	3	12	GradientBoosting	RandomOverSampler	0	0.882	6.305
3	24	3	12	GradientBoosting	RandomOverSampler	1	0.882	6.326
3	24	3	12	GradientBoosting	RandomOverSampler	2	0.867	6.244
3	24	3	12	GradientBoosting	RandomOverSampler	avg	0.877
3	24	3	12	GradientBoosting	SMOTE	0	0.881	7.577
3	24	3	12	GradientBoosting	SMOTE	1	0.874	7.929
3	24	3	12	GradientBoosting	SMOTE	2	0.876	7.581
3	24	3	12	GradientBoosting	SMOTE	avg	0.877
3	24	3	12	GradientBoosting	DummySampler	0	0.869	2.329
3	24	3	12	GradientBoosting	DummySampler	1	0.865	2.386
3	24	3	12	GradientBoosting	DummySampler	2	0.861	2.353
3	24	3	12	GradientBoosting	DummySampler	avg	0.865
3	24	3	12	GradientBoosting	SMOTEENN	0	0.888	7.935
3	24	3	12	GradientBoosting	SMOTEENN	1	0.88	7.822
3	24	3	12	GradientBoosting	SMOTEENN	2	0.887	8.053
3	24	3	12	GradientBoosting	SMOTEENN	avg	0.885
3	24	3	12	GradientBoosting	SMOTETomek	0	0.881	8.884
3	24	3	12	GradientBoosting	SMOTETomek	1	0.873	8.961
3	24	3	12	GradientBoosting	SMOTETomek	2	0.883	9.01
3	24	3	12	GradientBoosting	SMOTETomek	avg	0.879
3	24	3	12	GradientBoosting	ADASYN	0	0.884	24.402
3	24	3	12	GradientBoosting	ADASYN	1	0.884	24.455
3	24	3	12	GradientBoosting	ADASYN	2	0.884	24.367
3	24	3	12	GradientBoosting	ADASYN	avg	0.884
3	24	3	12	RandomForest	RandomOverSampler	0	0.944	0.463
3	24	3	12	RandomForest	RandomOverSampler	1	0.925	0.472
3	24	3	12	RandomForest	RandomOverSampler	2	0.935	0.487
3	24	3	12	RandomForest	RandomOverSampler	avg	0.935
3	24	3	12	RandomForest	SMOTE	0	0.946	0.912
3	24	3	12	RandomForest	SMOTE	1	0.923	0.966
3	24	3	12	RandomForest	SMOTE	2	0.934	0.97
3	24	3	12	RandomForest	SMOTE	avg	0.934
3	24	3	12	RandomForest	DummySampler	0	0.95	0.226
3	24	3	12	RandomForest	DummySampler	1	0.919	0.242
3	24	3	12	RandomForest	DummySampler	2	0.933	0.245
3	24	3	12	RandomForest	DummySampler	avg	0.934
3	24	3	12	RandomForest	SMOTEENN	0	0.94	1.584
3	24	3	12	RandomForest	SMOTEENN	1	0.918	1.652
3	24	3	12	RandomForest	SMOTEENN	2	0.93	1.641
3	24	3	12	RandomForest	SMOTEENN	avg	0.929
3	24	3	12	RandomForest	SMOTETomek	0	0.941	2.228
3	24	3	12	RandomForest	SMOTETomek	1	0.923	2.184
3	24	3	12	RandomForest	SMOTETomek	2	0.934	2.134
3	24	3	12	RandomForest	SMOTETomek	avg	0.933
3	24	3	12	RandomForest	ADASYN	0	0.947	18.946
3	24	3	12	RandomForest	ADASYN	1	0.927	19.023
3	24	3	12	RandomForest	ADASYN	2	0.938	18.875
3	24	3	12	RandomForest	ADASYN	avg	0.937
3	24	3	12	GaussianNB	RandomOverSampler	0	0.489	0.04
3	24	3	12	GaussianNB	RandomOverSampler	1	0.505	0.042
3	24	3	12	GaussianNB	RandomOverSampler	2	0.498	0.043
3	24	3	12	GaussianNB	RandomOverSampler	avg	0.497
3	24	3	12	GaussianNB	SMOTE	0	0.491	0.174
3	24	3	12	GaussianNB	SMOTE	1	0.504	0.178
3	24	3	12	GaussianNB	SMOTE	2	0.499	0.178
3	24	3	12	GaussianNB	SMOTE	avg	0.498
3	24	3	12	GaussianNB	DummySampler	0	0.491	0.012
3	24	3	12	GaussianNB	DummySampler	1	0.505	0.012
3	24	3	12	GaussianNB	DummySampler	2	0.498	0.015
3	24	3	12	GaussianNB	DummySampler	avg	0.498
3	24	3	12	GaussianNB	SMOTEENN	0	0.489	0.908
3	24	3	12	GaussianNB	SMOTEENN	1	0.507	0.948
3	24	3	12	GaussianNB	SMOTEENN	2	0.501	0.925
3	24	3	12	GaussianNB	SMOTEENN	avg	0.499
3	24	3	12	GaussianNB	SMOTETomek	0	0.493	1.555
3	24	3	12	GaussianNB	SMOTETomek	1	0.505	1.444
3	24	3	12	GaussianNB	SMOTETomek	2	0.498	1.443
3	24	3	12	GaussianNB	SMOTETomek	avg	0.499
3	24	3	12	GaussianNB	ADASYN	0	0.49	18.696
3	24	3	12	GaussianNB	ADASYN	1	0.502	18.46
3	24	3	12	GaussianNB	ADASYN	2	0.499	18.319
3	24	3	12	GaussianNB	ADASYN	avg	0.497
3	24	3	12	DecisionTree	RandomOverSampler	0	0.943	0.245
3	24	3	12	DecisionTree	RandomOverSampler	1	0.917	0.237
3	24	3	12	DecisionTree	RandomOverSampler	2	0.938	0.255
3	24	3	12	DecisionTree	RandomOverSampler	avg	0.932
