training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	12	3	1	GradientBoosting	RandomOverSampler	0	0.775	6.455
3	12	3	1	GradientBoosting	RandomOverSampler	1	0.785	6.435
3	12	3	1	GradientBoosting	RandomOverSampler	2	0.797	6.459
3	12	3	1	GradientBoosting	RandomOverSampler	avg	0.786
3	12	3	1	GradientBoosting	SMOTE	0	0.742	7.732
3	12	3	1	GradientBoosting	SMOTE	1	0.775	7.835
3	12	3	1	GradientBoosting	SMOTE	2	0.76	7.784
3	12	3	1	GradientBoosting	SMOTE	avg	0.759
3	12	3	1	GradientBoosting	DummySampler	0	0.754	2.443
3	12	3	1	GradientBoosting	DummySampler	1	0.767	2.45
3	12	3	1	GradientBoosting	DummySampler	2	0.78	2.446
3	12	3	1	GradientBoosting	DummySampler	avg	0.767
3	12	3	1	GradientBoosting	SMOTEENN	0	0.748	7.75
3	12	3	1	GradientBoosting	SMOTEENN	1	0.771	7.869
3	12	3	1	GradientBoosting	SMOTEENN	2	0.769	7.798
3	12	3	1	GradientBoosting	SMOTEENN	avg	0.762
3	12	3	1	GradientBoosting	SMOTETomek	0	0.736	8.696
3	12	3	1	GradientBoosting	SMOTETomek	1	0.766	8.891
3	12	3	1	GradientBoosting	SMOTETomek	2	0.765	8.876
3	12	3	1	GradientBoosting	SMOTETomek	avg	0.756
3	12	3	1	GradientBoosting	ADASYN	0	0.786	23.551
3	12	3	1	GradientBoosting	ADASYN	1	0.781	23.082
3	12	3	1	GradientBoosting	ADASYN	2	0.804	22.571
3	12	3	1	GradientBoosting	ADASYN	avg	0.791
3	12	3	1	RandomForest	RandomOverSampler	0	0.736	0.443
3	12	3	1	RandomForest	RandomOverSampler	1	0.804	0.457
3	12	3	1	RandomForest	RandomOverSampler	2	0.794	0.46
3	12	3	1	RandomForest	RandomOverSampler	avg	0.778
3	12	3	1	RandomForest	SMOTE	0	0.746	0.852
3	12	3	1	RandomForest	SMOTE	1	0.805	0.843
3	12	3	1	RandomForest	SMOTE	2	0.791	0.901
3	12	3	1	RandomForest	SMOTE	avg	0.781
3	12	3	1	RandomForest	DummySampler	0	0.731	0.226
3	12	3	1	RandomForest	DummySampler	1	0.802	0.225
3	12	3	1	RandomForest	DummySampler	2	0.805	0.235
3	12	3	1	RandomForest	DummySampler	avg	0.779
3	12	3	1	RandomForest	SMOTEENN	0	0.744	1.551
3	12	3	1	RandomForest	SMOTEENN	1	0.813	1.578
3	12	3	1	RandomForest	SMOTEENN	2	0.804	1.549
3	12	3	1	RandomForest	SMOTEENN	avg	0.787
3	12	3	1	RandomForest	SMOTETomek	0	0.75	2.101
3	12	3	1	RandomForest	SMOTETomek	1	0.804	2.13
3	12	3	1	RandomForest	SMOTETomek	2	0.795	2.132
3	12	3	1	RandomForest	SMOTETomek	avg	0.783
3	12	3	1	RandomForest	ADASYN	0	0.74	17.948
3	12	3	1	RandomForest	ADASYN	1	0.807	17.868
3	12	3	1	RandomForest	ADASYN	2	0.798	17.791
3	12	3	1	RandomForest	ADASYN	avg	0.781
3	12	3	1	GaussianNB	RandomOverSampler	0	0.504	0.038
3	12	3	1	GaussianNB	RandomOverSampler	1	0.497	0.039
3	12	3	1	GaussianNB	RandomOverSampler	2	0.498	0.042
3	12	3	1	GaussianNB	RandomOverSampler	avg	0.5
3	12	3	1	GaussianNB	SMOTE	0	0.502	0.17
3	12	3	1	GaussianNB	SMOTE	1	0.496	0.171
3	12	3	1	GaussianNB	SMOTE	2	0.5	0.173
3	12	3	1	GaussianNB	SMOTE	avg	0.499
3	12	3	1	GaussianNB	DummySampler	0	0.504	0.011
3	12	3	1	GaussianNB	DummySampler	1	0.499	0.011
3	12	3	1	GaussianNB	DummySampler	2	0.501	0.015
3	12	3	1	GaussianNB	DummySampler	avg	0.501
3	12	3	1	GaussianNB	SMOTEENN	0	0.501	0.898
3	12	3	1	GaussianNB	SMOTEENN	1	0.496	0.91
3	12	3	1	GaussianNB	SMOTEENN	2	0.498	0.887
3	12	3	1	GaussianNB	SMOTEENN	avg	0.498
3	12	3	1	GaussianNB	SMOTETomek	0	0.502	1.38
3	12	3	1	GaussianNB	SMOTETomek	1	0.496	1.389
3	12	3	1	GaussianNB	SMOTETomek	2	0.5	1.356
3	12	3	1	GaussianNB	SMOTETomek	avg	0.499
3	12	3	1	GaussianNB	ADASYN	0	0.502	17.667
3	12	3	1	GaussianNB	ADASYN	1	0.496	17.432
3	12	3	1	GaussianNB	ADASYN	2	0.5	16.982
3	12	3	1	GaussianNB	ADASYN	avg	0.499
3	12	3	1	DecisionTree	RandomOverSampler	0	0.723	0.306
3	12	3	1	DecisionTree	RandomOverSampler	1	0.801	0.245
3	12	3	1	DecisionTree	RandomOverSampler	2	0.785	0.244
3	12	3	1	DecisionTree	RandomOverSampler	avg	0.77
3	12	3	1	DecisionTree	SMOTE	0	0.729	0.594
3	12	3	1	DecisionTree	SMOTE	1	0.803	0.627
3	12	3	1	DecisionTree	SMOTE	2	0.783	0.62
3	12	3	1	DecisionTree	SMOTE	avg	0.772
3	12	3	1	DecisionTree	DummySampler	0	0.724	0.119
3	12	3	1	DecisionTree	DummySampler	1	0.801	0.104
3	12	3	1	DecisionTree	DummySampler	2	0.778	0.251
3	12	3	1	DecisionTree	DummySampler	avg	0.768
3	12	3	1	DecisionTree	SMOTEENN	0	0.72	1.374
3	12	3	1	DecisionTree	SMOTEENN	1	0.8	1.361
3	12	3	1	DecisionTree	SMOTEENN	2	0.78	1.32
3	12	3	1	DecisionTree	SMOTEENN	avg	0.767
3	12	3	1	DecisionTree	SMOTETomek	0	0.725	1.822
3	12	3	1	DecisionTree	SMOTETomek	1	0.803	1.826
3	12	3	1	DecisionTree	SMOTETomek	2	0.784	1.827
3	12	3	1	DecisionTree	SMOTETomek	avg	0.77
3	12	3	1	DecisionTree	ADASYN	0	0.721	17.588
3	12	3	1	DecisionTree	ADASYN	1	0.802	17.642
3	12	3	1	DecisionTree	ADASYN	2	0.786	17.113
3	12	3	1	DecisionTree	ADASYN	avg	0.77
3	12	3	1	LogisticRegression	RandomOverSampler	0	0.493	0.077
3	12	3	1	LogisticRegression	RandomOverSampler	1	0.498	0.084
3	12	3	1	LogisticRegression	RandomOverSampler	2	0.499	0.083
3	12	3	1	LogisticRegression	RandomOverSampler	avg	0.497
3	12	3	1	LogisticRegression	SMOTE	0	0.493	0.21
3	12	3	1	LogisticRegression	SMOTE	1	0.498	0.211
3	12	3	1	LogisticRegression	SMOTE	2	0.499	0.213
3	12	3	1	LogisticRegression	SMOTE	avg	0.497
3	12	3	1	LogisticRegression	DummySampler	0	0.507	0.032
3	12	3	1	LogisticRegression	DummySampler	1	0.502	0.037
3	12	3	1	LogisticRegression	DummySampler	2	0.501	0.036
3	12	3	1	LogisticRegression	DummySampler	avg	0.503
3	12	3	1	LogisticRegression	SMOTEENN	0	0.493	0.942
3	12	3	1	LogisticRegression	SMOTEENN	1	0.498	0.925
3	12	3	1	LogisticRegression	SMOTEENN	2	0.499	0.921
3	12	3	1	LogisticRegression	SMOTEENN	avg	0.497
3	12	3	1	LogisticRegression	SMOTETomek	0	0.493	1.43
3	12	3	1	LogisticRegression	SMOTETomek	1	0.498	1.41
3	12	3	1	LogisticRegression	SMOTETomek	2	0.499	1.46
3	12	3	1	LogisticRegression	SMOTETomek	avg	0.497
3	12	3	1	LogisticRegression	ADASYN	0	0.493	17.606
3	12	3	1	LogisticRegression	ADASYN	1	0.498	17.519
3	12	3	1	LogisticRegression	ADASYN	2	0.499	17.103
3	12	3	1	LogisticRegression	ADASYN	avg	0.497
3	12	3	1	MLP	RandomOverSampler	0	0.459	0.653
3	12	3	1	MLP	RandomOverSampler	1	0.493	0.826
3	12	3	1	MLP	RandomOverSampler	2	0.511	0.988
3	12	3	1	MLP	RandomOverSampler	avg	0.487
3	12	3	1	MLP	SMOTE	0	0.54	0.939
3	12	3	1	MLP	SMOTE	1	0.466	1.553
3	12	3	1	MLP	SMOTE	2	0.524	0.948
3	12	3	1	MLP	SMOTE	avg	0.51
3	12	3	1	MLP	DummySampler	0	0.499	0.902
3	12	3	1	MLP	DummySampler	1	0.497	0.663
3	12	3	1	MLP	DummySampler	2	0.48	0.758
3	12	3	1	MLP	DummySampler	avg	0.492
3	12	3	1	MLP	SMOTEENN	0	0.502	1.762
3	12	3	1	MLP	SMOTEENN	1	0.547	1.495
3	12	3	1	MLP	SMOTEENN	2	0.528	1.476
3	12	3	1	MLP	SMOTEENN	avg	0.526
3	12	3	1	MLP	SMOTETomek	0	0.458	2.626
3	12	3	1	MLP	SMOTETomek	1	0.522	2.53
3	12	3	1	MLP	SMOTETomek	2	0.493	2.919
3	12	3	1	MLP	SMOTETomek	avg	0.491
3	12	3	1	MLP	ADASYN	0	0.54	18.777
